po_no,vendor_code,plant_code,po_date,material,qty,rate,amount
PO-2024-02251,VEND-0100,PLNT-06,2025-06-02,Cardamom Oil,3014,313.93,946185.02
PO-2024-02252,VEND-0038,PLNT-15,2024-11-23,Shrink Sleeve,1416,570.51,807842.16
PO-2024-02252,VEND-0038,PLNT-15,2024-11-23,Corrugated Box,4123,792.88,3269044.24
PO-2024-02253,VEND-0032,PLNT-04,2025-02-24,Refined Sugar,2339,622.3,1455559.7
PO-2024-02254,VEND-0060,PLNT-02,2024-01-04,Milk Solids,1347,491.31,661794.57
PO-2024-02254,VEND-0060,PLNT-02,2024-01-04,Edible Starch,1090,28.54,31108.6
PO-2024-02254,VEND-0060,PLNT-02,2024-01-04,Glucose Syrup,601,21.49,12915.49
PO-2024-02255,VEND-0109,PLNT-09,2024-12-06,Menthol Crystals,462,882.83,407867.46
PO-2024-02255,VEND-0109,PLNT-09,2024-12-06,Refined Sugar,2031,729.36,1481330.16
PO-2024-02255,VEND-0109,PLNT-09,2024-12-06,Refined Sugar,1903,379.78,722721.34
PO-2024-02256,VEND-0071,PLNT-05,2025-05-16,Cold-Chain Haulage,600,579.67,347802.0
PO-2024-02256,VEND-0071,PLNT-05,2025-05-16,Cold-Chain Haulage,3365,326.53,1098773.45
PO-2024-02257,VEND-0075,PLNT-02,2024-06-05,Citric Acid,4823,270.91,1306598.93
PO-2024-02257,VEND-0075,PLNT-02,2024-06-05,Cocoa Mass,3488,733.58,2558727.04
PO-2024-02257,VEND-0075,PLNT-02,2024-06-05,Cardamom Oil,3934,445.76,1753619.84
PO-2024-02257,VEND-0075,PLNT-02,2024-06-05,Permitted Colour,4315,709.27,3060500.05
PO-2024-02258,VEND-0097,PLNT-07,2024-10-06,Cold-Chain Haulage,1411,86.11,121501.21
PO-2024-02258,VEND-0097,PLNT-07,2024-10-06,Primary Freight,2212,885.44,1958593.28
PO-2024-02258,VEND-0097,PLNT-07,2024-10-06,Secondary Freight,1420,463.78,658567.6
PO-2024-02259,VEND-0058,PLNT-08,2024-04-23,Consulting,2629,448.43,1178922.47
PO-2024-02259,VEND-0058,PLNT-08,2024-04-23,Consulting,3259,479.27,1561940.93
PO-2024-02259,VEND-0058,PLNT-08,2024-04-23,Housekeeping,1236,820.52,1014162.72
PO-2024-02260,VEND-0053,PLNT-14,2024-05-17,PET Bottle 500ml,1327,736.37,977162.99
PO-2024-02260,VEND-0053,PLNT-14,2024-05-17,Shrink Sleeve,4603,352.74,1623662.22
PO-2024-02260,VEND-0053,PLNT-14,2024-05-17,PET Bottle 500ml,263,345.32,90819.16
PO-2024-02261,VEND-0061,PLNT-10,2024-03-14,Permitted Colour,3270,373.44,1221148.8
PO-2024-02261,VEND-0061,PLNT-10,2024-03-14,Cocoa Mass,3130,717.83,2246807.9
PO-2024-02262,VEND-0076,PLNT-03,2024-05-25,Secondary Freight,3635,149.4,543069.0
PO-2024-02262,VEND-0076,PLNT-03,2024-05-25,Cold-Chain Haulage,3404,528.01,1797346.04
PO-2024-02262,VEND-0076,PLNT-03,2024-05-25,Cold-Chain Haulage,3989,141.57,564722.73
PO-2024-02262,VEND-0076,PLNT-03,2024-05-25,Cold-Chain Haulage,3728,388.62,1448775.36
PO-2024-02263,VEND-0092,PLNT-08,2024-11-15,Warehousing,303,345.4,104656.2
PO-2024-02263,VEND-0092,PLNT-08,2024-11-15,Cold-Chain Haulage,4681,78.31,366569.11
PO-2024-02263,VEND-0092,PLNT-08,2024-11-15,Secondary Freight,4684,591.79,2771944.36
PO-2024-02263,VEND-0092,PLNT-08,2024-11-15,Cold-Chain Haulage,549,338.71,185951.79
PO-2024-02264,VEND-0047,PLNT-11,2024-07-01,Menthol Crystals,3235,490.7,1587414.5
PO-2024-02264,VEND-0047,PLNT-11,2024-07-01,Milk Solids,1926,446.23,859438.98
PO-2024-02265,VEND-0011,PLNT-03,2024-10-21,Cold-Chain Haulage,809,480.98,389112.82
PO-2024-02265,VEND-0011,PLNT-03,2024-10-21,Primary Freight,4619,569.1,2628672.9
PO-2024-02265,VEND-0011,PLNT-03,2024-10-21,Secondary Freight,1413,340.49,481112.37
PO-2024-02266,VEND-0003,PLNT-08,2024-12-20,PET Bottle 500ml,830,729.46,605451.8
PO-2024-02266,VEND-0003,PLNT-08,2024-12-20,Corrugated Box,2762,824.24,2276550.88
PO-2024-02267,VEND-0120,PLNT-03,2024-09-14,PET Bottle 500ml,4979,482.26,2401172.54
PO-2024-02267,VEND-0120,PLNT-03,2024-09-14,PET Bottle 500ml,564,591.09,333374.76
PO-2024-02267,VEND-0120,PLNT-03,2024-09-14,Wrapper Film,564,356.11,200846.04
PO-2024-02267,VEND-0120,PLNT-03,2024-09-14,Shrink Sleeve,2502,849.91,2126474.82
PO-2024-02268,VEND-0078,PLNT-04,2025-06-05,IT AMC,4094,655.26,2682634.44
PO-2024-02268,VEND-0078,PLNT-04,2025-06-05,IT AMC,3210,799.08,2565046.8
PO-2024-02268,VEND-0078,PLNT-04,2025-06-05,Consulting,3248,555.16,1803159.68
PO-2024-02268,VEND-0078,PLNT-04,2025-06-05,Housekeeping,3722,527.65,1963913.3
PO-2024-02269,VEND-0116,PLNT-13,2024-05-06,Housekeeping,2051,184.46,378327.46
PO-2024-02269,VEND-0116,PLNT-13,2024-05-06,Consulting,2800,468.06,1310568.0
PO-2024-02269,VEND-0116,PLNT-13,2024-05-06,Housekeeping,1599,610.44,976093.56
PO-2024-02270,VEND-0034,PLNT-06,2024-05-10,Milk Solids,888,419.83,372809.04
PO-2024-02270,VEND-0034,PLNT-06,2024-05-10,Refined Sugar,2652,767.33,2034959.16
PO-2024-02271,VEND-0005,PLNT-03,2025-02-13,Warehousing,238,833.4,198349.2
PO-2024-02271,VEND-0005,PLNT-03,2025-02-13,Cold-Chain Haulage,571,121.3,69262.3
PO-2024-02271,VEND-0005,PLNT-03,2025-02-13,Warehousing,4960,619.57,3073067.2
PO-2024-02272,VEND-0117,PLNT-09,2024-03-21,Housekeeping,4669,884.49,4129683.81
PO-2024-02272,VEND-0117,PLNT-09,2024-03-21,Housekeeping,2706,446.8,1209040.8
PO-2024-02272,VEND-0117,PLNT-09,2024-03-21,IT AMC,762,807.03,614956.86
PO-2024-02273,VEND-0054,PLNT-09,2024-08-22,AMC-Machinery,241,553.47,133386.27
PO-2024-02273,VEND-0054,PLNT-09,2024-08-22,IT AMC,502,10.49,5265.98
PO-2024-02273,VEND-0054,PLNT-09,2024-08-22,Housekeeping,4305,150.69,648720.45
PO-2024-02273,VEND-0054,PLNT-09,2024-08-22,AMC-Machinery,3336,508.38,1695955.68
PO-2024-02274,VEND-0086,PLNT-01,2024-01-04,Housekeeping,1237,582.96,721121.52
PO-2024-02274,VEND-0086,PLNT-01,2024-01-04,Security Services,1252,506.76,634463.52
PO-2024-02274,VEND-0086,PLNT-01,2024-01-04,Security Services,231,534.54,123478.74
PO-2024-02275,VEND-0088,PLNT-08,2025-04-30,Primary Freight,1359,391.59,532170.81
PO-2024-02275,VEND-0088,PLNT-08,2025-04-30,Cold-Chain Haulage,2208,445.94,984635.52
PO-2024-02275,VEND-0088,PLNT-08,2025-04-30,Secondary Freight,4773,399.61,1907338.53
PO-2024-02276,VEND-0019,PLNT-07,2025-03-26,Citric Acid,4479,565.36,2532247.44
PO-2024-02277,VEND-0087,PLNT-12,2024-10-10,Cocoa Mass,2947,842.98,2484262.06
PO-2024-02277,VEND-0087,PLNT-12,2024-10-10,Citric Acid,4652,762.57,3547475.64
PO-2024-02278,VEND-0037,PLNT-02,2025-05-11,Permitted Colour,4381,150.77,660523.37
PO-2024-02279,VEND-0100,PLNT-02,2024-12-23,Mint Flavour,4989,620.7,3096672.3
PO-2024-02279,VEND-0100,PLNT-02,2024-12-23,Cardamom Oil,1833,12.98,23792.34
PO-2024-02279,VEND-0100,PLNT-02,2024-12-23,Citric Acid,4546,500.69,2276136.74
PO-2024-02280,VEND-0066,PLNT-13,2024-01-08,Glucose Syrup,3274,253.09,828616.66
PO-2024-02280,VEND-0066,PLNT-13,2024-01-08,Edible Starch,1574,124.76,196372.24
PO-2024-02280,VEND-0066,PLNT-13,2024-01-08,Edible Starch,3460,743.04,2570918.4
PO-2024-02281,VEND-0103,PLNT-12,2024-09-19,AMC-Machinery,2040,316.04,644721.6
PO-2024-02282,VEND-0019,PLNT-08,2024-06-13,Cardamom Oil,1534,593.79,910873.86
PO-2024-02282,VEND-0019,PLNT-08,2024-06-13,Permitted Colour,4643,154.59,717761.37
PO-2024-02282,VEND-0019,PLNT-08,2024-06-13,Permitted Colour,4080,235.23,959738.4
PO-2024-02282,VEND-0019,PLNT-08,2024-06-13,Permitted Colour,1992,150.88,300552.96
PO-2024-02283,VEND-0023,PLNT-02,2024-01-23,PET Bottle 500ml,930,565.58,525989.4
PO-2024-02283,VEND-0023,PLNT-02,2024-01-23,Corrugated Box,313,717.41,224549.33
PO-2024-02283,VEND-0023,PLNT-02,2024-01-23,Wrapper Film,4011,226.55,908692.05
PO-2024-02284,VEND-0112,PLNT-14,2024-10-01,Primary Freight,1173,800.08,938493.84
PO-2024-02284,VEND-0112,PLNT-14,2024-10-01,Secondary Freight,4031,87.82,354002.42
PO-2024-02284,VEND-0112,PLNT-14,2024-10-01,Cold-Chain Haulage,3252,786.5,2557698.0
PO-2024-02284,VEND-0112,PLNT-14,2024-10-01,Secondary Freight,583,431.93,251815.19
PO-2024-02285,VEND-0088,PLNT-07,2024-11-05,Cold-Chain Haulage,3236,851.01,2753868.36
PO-2024-02285,VEND-0088,PLNT-07,2024-11-05,Secondary Freight,3535,422.37,1493077.95
PO-2024-02285,VEND-0088,PLNT-07,2024-11-05,Primary Freight,3394,865.11,2936183.34
PO-2024-02286,VEND-0024,PLNT-13,2024-01-31,Cold-Chain Haulage,345,282.05,97307.25
PO-2024-02287,VEND-0070,PLNT-14,2024-04-26,Permitted Colour,3108,262.98,817341.84
PO-2024-02287,VEND-0070,PLNT-14,2024-04-26,Citric Acid,2400,240.94,578256.0
PO-2024-02287,VEND-0070,PLNT-14,2024-04-26,Mint Flavour,2688,620.29,1667339.52
PO-2024-02287,VEND-0070,PLNT-14,2024-04-26,Citric Acid,112,85.22,9544.64
PO-2024-02288,VEND-0021,PLNT-07,2025-03-12,Refined Sugar,1503,192.03,288621.09
PO-2024-02288,VEND-0021,PLNT-07,2025-03-12,Glucose Syrup,1818,75.11,136549.98
PO-2024-02289,VEND-0098,PLNT-02,2025-03-04,Citric Acid,4676,395.7,1850293.2
PO-2024-02290,VEND-0081,PLNT-04,2024-01-06,Housekeeping,4309,246.97,1064193.73
PO-2024-02290,VEND-0081,PLNT-04,2024-01-06,Consulting,1684,399.55,672842.2
PO-2024-02290,VEND-0081,PLNT-04,2024-01-06,IT AMC,1034,805.03,832401.02
PO-2024-02291,VEND-0027,PLNT-15,2025-01-25,Cold-Chain Haulage,1896,401.29,760845.84
PO-2024-02291,VEND-0027,PLNT-15,2025-01-25,Primary Freight,352,680.93,239687.36
PO-2024-02291,VEND-0027,PLNT-15,2025-01-25,Secondary Freight,3853,393.13,1514729.89
PO-2024-02292,VEND-0020,PLNT-01,2024-03-16,Mono Carton,610,154.87,94470.7
PO-2024-02292,VEND-0020,PLNT-01,2024-03-16,Shrink Sleeve,2714,737.58,2001792.12
PO-2024-02293,VEND-0027,PLNT-05,2024-10-13,Warehousing,2956,247.81,732526.36
PO-2024-02293,VEND-0027,PLNT-05,2024-10-13,Cold-Chain Haulage,4814,137.43,661588.02
PO-2024-02293,VEND-0027,PLNT-05,2024-10-13,Primary Freight,2367,806.88,1909884.96
PO-2024-02293,VEND-0027,PLNT-05,2024-10-13,Warehousing,808,99.29,80226.32
PO-2024-02294,VEND-0086,PLNT-10,2024-10-13,Security Services,2998,709.48,2127021.04
PO-2024-02294,VEND-0086,PLNT-10,2024-10-13,Housekeeping,1335,767.13,1024118.55
PO-2024-02294,VEND-0086,PLNT-10,2024-10-13,Consulting,2879,83.49,240367.71
PO-2024-02295,VEND-0005,PLNT-11,2024-11-14,Secondary Freight,4889,846.24,4137267.36
PO-2024-02295,VEND-0005,PLNT-11,2024-11-14,Warehousing,2383,821.14,1956776.62
PO-2024-02296,VEND-0105,PLNT-03,2024-01-22,AMC-Machinery,1576,745.36,1174687.36
PO-2024-02297,VEND-0062,PLNT-08,2024-10-01,AMC-Machinery,4064,155.04,630082.56
PO-2024-02297,VEND-0062,PLNT-08,2024-10-01,Security Services,754,430.54,324627.16
PO-2024-02297,VEND-0062,PLNT-08,2024-10-01,Security Services,1436,162.56,233436.16
PO-2024-02298,VEND-0035,PLNT-01,2025-02-08,Housekeeping,2266,541.98,1228126.68
PO-2024-02298,VEND-0035,PLNT-01,2025-02-08,Housekeeping,4434,661.98,2935219.32
PO-2024-02299,VEND-0065,PLNT-01,2024-07-31,Milk Solids,2712,686.63,1862140.56
PO-2024-02300,VEND-0022,PLNT-01,2025-04-26,Permitted Colour,4903,141.34,692990.02
PO-2024-02301,VEND-0045,PLNT-09,2025-02-08,Menthol Crystals,4751,743.88,3534173.88
PO-2024-02301,VEND-0045,PLNT-09,2025-02-08,Refined Sugar,1176,145.37,170955.12
PO-2024-02301,VEND-0045,PLNT-09,2025-02-08,Milk Solids,1064,60.6,64478.4
PO-2024-02302,VEND-0001,PLNT-02,2024-09-20,Glucose Syrup,2350,514.05,1208017.5
PO-2024-02302,VEND-0001,PLNT-02,2024-09-20,Refined Sugar,1876,377.46,708114.96
PO-2024-02302,VEND-0001,PLNT-02,2024-09-20,Glucose Syrup,3628,291.97,1059267.16
PO-2024-02302,VEND-0001,PLNT-02,2024-09-20,Edible Starch,3512,618.33,2171574.96
PO-2024-02303,VEND-0022,PLNT-15,2025-05-08,Mint Flavour,4284,187.39,802778.76
PO-2024-02303,VEND-0022,PLNT-15,2025-05-08,Permitted Colour,3788,512.57,1941615.16
PO-2024-02303,VEND-0022,PLNT-15,2025-05-08,Permitted Colour,493,120.38,59347.34
PO-2024-02303,VEND-0022,PLNT-15,2025-05-08,Citric Acid,2994,178.96,535806.24
PO-2024-02304,VEND-0038,PLNT-09,2024-10-01,Shrink Sleeve,3997,427.75,1709716.75
PO-2024-02304,VEND-0038,PLNT-09,2024-10-01,Corrugated Box,185,273.37,50573.45
PO-2024-02304,VEND-0038,PLNT-09,2024-10-01,PET Bottle 500ml,3210,59.65,191476.5
PO-2024-02304,VEND-0038,PLNT-09,2024-10-01,PET Bottle 500ml,4364,875.95,3822645.8
PO-2024-02305,VEND-0037,PLNT-10,2024-02-06,Mint Flavour,3873,440.58,1706366.34
PO-2024-02306,VEND-0105,PLNT-08,2024-10-11,Security Services,3710,48.67,180565.7
PO-2024-02306,VEND-0105,PLNT-08,2024-10-11,Housekeeping,226,720.56,162846.56
PO-2024-02306,VEND-0105,PLNT-08,2024-10-11,AMC-Machinery,3469,20.47,71010.43
PO-2024-02307,VEND-0087,PLNT-15,2024-01-18,Citric Acid,2635,673.35,1774277.25
PO-2024-02307,VEND-0087,PLNT-15,2024-01-18,Mint Flavour,4202,49.59,208377.18
PO-2024-02307,VEND-0087,PLNT-15,2024-01-18,Cocoa Mass,4615,491.28,2267257.2
PO-2024-02308,VEND-0120,PLNT-02,2024-09-01,Shrink Sleeve,358,137.54,49239.32
PO-2024-02308,VEND-0120,PLNT-02,2024-09-01,PET Bottle 500ml,778,663.38,516109.64
PO-2024-02308,VEND-0120,PLNT-02,2024-09-01,PET Bottle 500ml,2177,717.34,1561649.18
PO-2024-02308,VEND-0120,PLNT-02,2024-09-01,PET Bottle 500ml,2299,133.84,307698.16
PO-2024-02309,VEND-0106,PLNT-15,2024-08-08,Cocoa Mass,4422,351.68,1555128.96
PO-2024-02310,VEND-0040,PLNT-06,2024-02-01,Warehousing,3875,264.74,1025867.5
PO-2024-02310,VEND-0040,PLNT-06,2024-02-01,Secondary Freight,3482,437.68,1524001.76
PO-2024-02311,VEND-0010,PLNT-10,2025-03-23,Permitted Colour,2046,408.4,835586.4
PO-2024-02311,VEND-0010,PLNT-10,2025-03-23,Mint Flavour,3795,134.77,511452.15
PO-2024-02311,VEND-0010,PLNT-10,2025-03-23,Citric Acid,4914,729.29,3583731.06
PO-2024-02312,VEND-0073,PLNT-11,2025-04-20,Shrink Sleeve,1515,298.63,452424.45
PO-2024-02312,VEND-0073,PLNT-11,2025-04-20,Shrink Sleeve,3387,159.54,540361.98
PO-2024-02313,VEND-0027,PLNT-15,2025-03-01,Primary Freight,2093,372.28,779182.04
PO-2024-02314,VEND-0023,PLNT-02,2025-05-22,PET Bottle 500ml,3578,198.14,708944.92
PO-2024-02314,VEND-0023,PLNT-02,2025-05-22,Shrink Sleeve,4136,720.19,2978705.84
PO-2024-02314,VEND-0023,PLNT-02,2025-05-22,Corrugated Box,1805,385.41,695665.05
PO-2024-02314,VEND-0023,PLNT-02,2025-05-22,Mono Carton,1839,843.26,1550755.14
PO-2024-02315,VEND-0089,PLNT-03,2024-07-21,AMC-Machinery,1468,467.77,686686.36
PO-2024-02316,VEND-0068,PLNT-07,2024-02-20,PET Bottle 500ml,3608,94.3,340234.4
PO-2024-02317,VEND-0103,PLNT-02,2025-02-05,Consulting,2631,775.24,2039656.44
PO-2024-02317,VEND-0103,PLNT-02,2025-02-05,Housekeeping,2982,258.72,771503.04
PO-2024-02318,VEND-0023,PLNT-14,2024-01-19,Wrapper Film,4794,457.23,2191960.62
PO-2024-02318,VEND-0023,PLNT-14,2024-01-19,Corrugated Box,400,787.31,314924.0
PO-2024-02318,VEND-0023,PLNT-14,2024-01-19,Wrapper Film,2936,398.01,1168557.36
PO-2024-02318,VEND-0023,PLNT-14,2024-01-19,Corrugated Box,65,529.11,34392.15
PO-2024-02319,VEND-0075,PLNT-08,2025-01-30,Cocoa Mass,3937,260.59,1025942.83
PO-2024-02319,VEND-0075,PLNT-08,2025-01-30,Citric Acid,2636,382.18,1007426.48
PO-2024-02319,VEND-0075,PLNT-08,2025-01-30,Citric Acid,4129,46.28,191090.12
PO-2024-02320,VEND-0068,PLNT-14,2025-02-25,Corrugated Box,1386,533.36,739236.96
PO-2024-02320,VEND-0068,PLNT-14,2025-02-25,Shrink Sleeve,3247,266.83,866397.01
PO-2024-02320,VEND-0068,PLNT-14,2025-02-25,Wrapper Film,4937,853.86,4215506.82
PO-2024-02321,VEND-0111,PLNT-01,2025-01-15,Secondary Freight,471,843.08,397090.68
PO-2024-02321,VEND-0111,PLNT-01,2025-01-15,Primary Freight,1072,850.66,911907.52
PO-2024-02321,VEND-0111,PLNT-01,2025-01-15,Primary Freight,861,100.15,86229.15
PO-2024-02322,VEND-0075,PLNT-14,2025-05-12,Cocoa Mass,987,536.15,529180.05
PO-2024-02323,VEND-0088,PLNT-11,2025-04-17,Warehousing,2672,64.62,172664.64
PO-2024-02324,VEND-0075,PLNT-13,2025-05-20,Cocoa Mass,1890,219.32,414514.8
PO-2024-02325,VEND-0063,PLNT-14,2025-04-16,Permitted Colour,3162,335.6,1061167.2
PO-2024-02325,VEND-0063,PLNT-14,2025-04-16,Permitted Colour,2372,461.87,1095555.64
PO-2024-02325,VEND-0063,PLNT-14,2025-04-16,Cardamom Oil,4979,497.52,2477152.08
PO-2024-02326,VEND-0074,PLNT-01,2024-03-24,Warehousing,94,389.24,36588.56
PO-2024-02326,VEND-0074,PLNT-01,2024-03-24,Cold-Chain Haulage,3192,59.13,188742.96
PO-2024-02326,VEND-0074,PLNT-01,2024-03-24,Cold-Chain Haulage,3843,632.63,2431197.09
PO-2024-02326,VEND-0074,PLNT-01,2024-03-24,Cold-Chain Haulage,3602,112.1,403784.2
PO-2024-02327,VEND-0040,PLNT-09,2025-01-30,Primary Freight,3470,648.44,2250086.8
PO-2024-02327,VEND-0040,PLNT-09,2025-01-30,Secondary Freight,2547,238.3,606950.1
PO-2024-02327,VEND-0040,PLNT-09,2025-01-30,Primary Freight,1799,340.75,613009.25
PO-2024-02328,VEND-0118,PLNT-11,2024-11-23,Primary Freight,4315,34.75,149946.25
PO-2024-02328,VEND-0118,PLNT-11,2024-11-23,Warehousing,3808,288.25,1097656.0
PO-2024-02328,VEND-0118,PLNT-11,2024-11-23,Cold-Chain Haulage,3646,756.07,2756631.22
PO-2024-02328,VEND-0118,PLNT-11,2024-11-23,Secondary Freight,4208,499.65,2102527.2
PO-2024-02329,VEND-0055,PLNT-13,2025-03-14,AMC-Machinery,2301,129.67,298370.67
PO-2024-02329,VEND-0055,PLNT-13,2025-03-14,Housekeeping,579,582.68,337371.72
PO-2024-02329,VEND-0055,PLNT-13,2025-03-14,Security Services,1053,243.9,256826.7
PO-2024-02329,VEND-0055,PLNT-13,2025-03-14,AMC-Machinery,2595,279.41,725068.95
PO-2024-02330,VEND-0047,PLNT-02,2025-04-13,Milk Solids,1261,358.93,452610.73
PO-2024-02330,VEND-0047,PLNT-02,2025-04-13,Milk Solids,106,799.06,84700.36
PO-2024-02330,VEND-0047,PLNT-02,2025-04-13,Edible Starch,4538,69.64,316026.32
PO-2024-02331,VEND-0108,PLNT-10,2024-03-23,Cocoa Mass,4327,806.51,3489768.77
PO-2024-02331,VEND-0108,PLNT-10,2024-03-23,Permitted Colour,2070,787.54,1630207.8
PO-2024-02331,VEND-0108,PLNT-10,2024-03-23,Permitted Colour,459,657.82,301939.38
PO-2024-02332,VEND-0058,PLNT-01,2025-03-03,Consulting,4737,186.72,884492.64
PO-2024-02332,VEND-0058,PLNT-01,2025-03-03,Security Services,2074,292.15,605919.1
PO-2024-02332,VEND-0058,PLNT-01,2025-03-03,IT AMC,2549,741.61,1890363.89
PO-2024-02332,VEND-0058,PLNT-01,2025-03-03,Security Services,4747,394.84,1874305.48
PO-2024-02333,VEND-0061,PLNT-03,2024-07-04,Mint Flavour,2210,644.52,1424389.2
PO-2024-02334,VEND-0105,PLNT-05,2024-08-04,Housekeeping,2319,716.56,1661702.64
PO-2024-02334,VEND-0105,PLNT-05,2024-08-04,IT AMC,4706,173.27,815408.62
PO-2024-02334,VEND-0105,PLNT-05,2024-08-04,AMC-Machinery,1775,761.53,1351715.75
PO-2024-02335,VEND-0119,PLNT-13,2025-02-10,AMC-Machinery,3510,470.36,1650963.6
PO-2024-02336,VEND-0048,PLNT-09,2024-02-05,Cardamom Oil,1099,108.18,118889.82
PO-2024-02337,VEND-0061,PLNT-12,2025-05-19,Permitted Colour,3534,132.61,468643.74
PO-2024-02337,VEND-0061,PLNT-12,2025-05-19,Cardamom Oil,455,327.25,148898.75
PO-2024-02338,VEND-0025,PLNT-10,2024-04-04,Milk Solids,3647,627.78,2289513.66
PO-2024-02338,VEND-0025,PLNT-10,2024-04-04,Glucose Syrup,1052,424.13,446184.76
PO-2024-02338,VEND-0025,PLNT-10,2024-04-04,Milk Solids,347,298.42,103551.74
PO-2024-02338,VEND-0025,PLNT-10,2024-04-04,Menthol Crystals,2492,313.52,781291.84
PO-2024-02339,VEND-0043,PLNT-03,2024-12-01,Wrapper Film,636,523.79,333130.44
PO-2024-02339,VEND-0043,PLNT-03,2024-12-01,PET Bottle 500ml,2060,506.29,1042957.4
PO-2024-02340,VEND-0106,PLNT-08,2024-05-03,Mint Flavour,1867,17.29,32280.43
PO-2024-02340,VEND-0106,PLNT-08,2024-05-03,Cocoa Mass,3725,427.5,1592437.5
PO-2024-02340,VEND-0106,PLNT-08,2024-05-03,Mint Flavour,2424,589.83,1429747.92
PO-2024-02340,VEND-0106,PLNT-08,2024-05-03,Permitted Colour,2214,119.48,264528.72
PO-2024-02341,VEND-0048,PLNT-13,2025-05-26,Cardamom Oil,1719,33.22,57105.18
PO-2024-02341,VEND-0048,PLNT-13,2025-05-26,Cocoa Mass,869,838.96,729056.24
PO-2024-02341,VEND-0048,PLNT-13,2025-05-26,Citric Acid,334,878.15,293302.1
PO-2024-02341,VEND-0048,PLNT-13,2025-05-26,Cardamom Oil,4351,811.41,3530444.91
PO-2024-02342,VEND-0022,PLNT-08,2025-05-30,Permitted Colour,1048,479.86,502893.28
PO-2024-02342,VEND-0022,PLNT-08,2025-05-30,Cocoa Mass,1827,567.77,1037315.79
PO-2024-02342,VEND-0022,PLNT-08,2025-05-30,Mint Flavour,3475,894.88,3109708.0
PO-2024-02343,VEND-0038,PLNT-11,2025-01-23,Wrapper Film,144,363.57,52354.08
PO-2024-02343,VEND-0038,PLNT-11,2025-01-23,Wrapper Film,2174,253.9,551978.6
PO-2024-02343,VEND-0038,PLNT-11,2025-01-23,Mono Carton,3815,243.99,930821.85
PO-2024-02343,VEND-0038,PLNT-11,2025-01-23,Wrapper Film,177,358.82,63511.14
PO-2024-02344,VEND-0119,PLNT-10,2024-09-04,Security Services,4561,290.9,1326794.9
PO-2024-02344,VEND-0119,PLNT-10,2024-09-04,AMC-Machinery,2137,779.52,1665834.24
PO-2024-02344,VEND-0119,PLNT-10,2024-09-04,Security Services,4799,835.45,4009324.55
PO-2024-02344,VEND-0119,PLNT-10,2024-09-04,Consulting,101,184.86,18670.86
PO-2024-02345,VEND-0056,PLNT-02,2025-05-03,Cardamom Oil,1943,650.73,1264368.39
PO-2024-02345,VEND-0056,PLNT-02,2025-05-03,Cardamom Oil,4457,197.56,880524.92
PO-2024-02345,VEND-0056,PLNT-02,2025-05-03,Mint Flavour,4926,871.3,4292023.8
PO-2024-02346,VEND-0096,PLNT-09,2024-05-05,Security Services,3615,250.62,905991.3
PO-2024-02346,VEND-0096,PLNT-09,2024-05-05,Housekeeping,565,495.94,280206.1
PO-2024-02346,VEND-0096,PLNT-09,2024-05-05,Housekeeping,960,459.81,441417.6
PO-2024-02346,VEND-0096,PLNT-09,2024-05-05,AMC-Machinery,4226,61.16,258462.16
PO-2024-02347,VEND-0119,PLNT-01,2024-08-20,Housekeeping,1771,31.98,56636.58
PO-2024-02348,VEND-0105,PLNT-07,2024-04-07,AMC-Machinery,2401,140.92,338348.92
PO-2024-02348,VEND-0105,PLNT-07,2024-04-07,Security Services,3145,514.94,1619486.3
PO-2024-02348,VEND-0105,PLNT-07,2024-04-07,IT AMC,1339,212.31,284283.09
PO-2024-02349,VEND-0066,PLNT-12,2024-02-23,Glucose Syrup,646,413.9,267379.4
PO-2024-02349,VEND-0066,PLNT-12,2024-02-23,Glucose Syrup,3297,137.91,454689.27
PO-2024-02350,VEND-0012,PLNT-07,2024-10-23,Warehousing,698,555.42,387683.16
PO-2024-02351,VEND-0104,PLNT-09,2024-11-11,Refined Sugar,3132,792.67,2482642.44
PO-2024-02352,VEND-0041,PLNT-02,2024-01-23,Wrapper Film,623,696.94,434193.62
PO-2024-02352,VEND-0041,PLNT-02,2024-01-23,Wrapper Film,598,813.15,486263.7
PO-2024-02352,VEND-0041,PLNT-02,2024-01-23,Wrapper Film,275,26.34,7243.5
PO-2024-02352,VEND-0041,PLNT-02,2024-01-23,Wrapper Film,4631,253.81,1175394.11
PO-2024-02353,VEND-0072,PLNT-07,2024-04-25,Warehousing,4351,383.73,1669609.23
PO-2024-02353,VEND-0072,PLNT-07,2024-04-25,Cold-Chain Haulage,2508,659.41,1653800.28
PO-2024-02353,VEND-0072,PLNT-07,2024-04-25,Cold-Chain Haulage,4133,716.18,2959971.94
PO-2024-02354,VEND-0010,PLNT-09,2024-01-08,Citric Acid,1192,837.81,998669.52
PO-2024-02354,VEND-0010,PLNT-09,2024-01-08,Cardamom Oil,2457,724.21,1779383.97
PO-2024-02354,VEND-0010,PLNT-09,2024-01-08,Mint Flavour,4182,49.92,208765.44
PO-2024-02354,VEND-0010,PLNT-09,2024-01-08,Permitted Colour,793,668.84,530390.12
PO-2024-02355,VEND-0014,PLNT-15,2024-11-21,Cardamom Oil,2749,318.33,875089.17
PO-2024-02355,VEND-0014,PLNT-15,2024-11-21,Permitted Colour,3216,33.34,107221.44
