invoice_no,material,qty,rate,amount
INV/003165,Secondary Freight,3392,379.6,1287603.2
INV/003166,Warehousing,2379,873.12,2077152.48
INV/003167,Cardamom Oil,572,148.2,84770.4
INV/003167,Cardamom Oil,4327,487.55,2109628.85
INV/003167,Cocoa Mass,3880,527.07,2045031.6
INV/003168,Mono Carton,3606,193.4,697400.4
INV/003168,PET Bottle 500ml,4787,770.11,3686516.57
INV/003169,Permitted Colour,1246,282.35,351808.1
INV/003169,Cardamom Oil,678,457.7,310320.6
INV/003169,Mint Flavour,4968,43.02,213723.36
INV/003170,Housekeeping,3099,107.71,333793.29
INV/003170,AMC-Machinery,4984,145.52,725271.68
INV/003171,Refined Sugar,3376,479.12,1617509.12
INV/003171,Edible Starch,1798,328.65,590912.7
INV/003172,Wrapper Film,2826,637.72,1802196.72
INV/003172,Wrapper Film,4147,56.62,234803.14
INV/003172,PET Bottle 500ml,939,653.06,613223.34
INV/003172,Shrink Sleeve,3726,19.68,73327.68
INV/003173,Corrugated Box,3850,623.7,2401245.0
INV/003174,IT AMC,1884,41.55,78280.2
INV/003175,Primary Freight,82,275.21,22567.22
INV/003175,Cold-Chain Haulage,1907,861.6,1643071.2
INV/003175,Warehousing,2417,831.08,2008720.36
INV/003176,Menthol Crystals,3329,816.95,2719626.55
INV/003176,Menthol Crystals,2295,46.42,106533.9
INV/003176,Edible Starch,203,445.41,90418.23
INV/003176,Glucose Syrup,583,412.94,240744.02
INV/003177,Warehousing,4359,316.55,1379841.45
INV/003178,Consulting,4157,283.88,1180089.16
INV/003179,Refined Sugar,3416,295.07,1007959.12
INV/003179,Menthol Crystals,3410,755.53,2576357.3
INV/003179,Menthol Crystals,2146,382.26,820329.96
INV/003180,AMC-Machinery,1409,487.96,687535.64
INV/003180,AMC-Machinery,3076,561.24,1726374.24
INV/003181,Edible Starch,3877,23.43,90838.11
INV/003181,Menthol Crystals,4441,846.16,3757796.56
INV/003182,Milk Solids,1971,558.05,1099916.55
INV/003182,Glucose Syrup,1719,762.81,1311270.39
INV/003182,Glucose Syrup,4522,467.71,2114984.62
INV/003183,Primary Freight,892,48.7,43440.4
INV/003184,IT AMC,551,15.58,8584.58
INV/003185,Mono Carton,1275,117.94,150373.5
INV/003186,PET Bottle 500ml,3889,72.21,280824.69
INV/003186,Shrink Sleeve,2618,490.44,1283971.92
INV/003186,Shrink Sleeve,4607,629.16,2898540.12
INV/003186,Shrink Sleeve,4596,87.84,403712.64
INV/003187,Primary Freight,4764,251.21,1196764.44
INV/003187,Cold-Chain Haulage,1682,883.42,1485912.44
INV/003187,Warehousing,168,131.03,22013.04
INV/003188,Consulting,3947,546.01,2155101.47
INV/003188,IT AMC,3137,630.87,1979039.19
INV/003189,Consulting,1124,289.57,325476.68
INV/003189,Security Services,4197,646.95,2715249.15
INV/003190,Consulting,3728,262.59,978935.52
INV/003190,IT AMC,4914,655.28,3220045.92
INV/003191,Cocoa Mass,4359,680.51,2966343.09
INV/003191,Cardamom Oil,2571,230.99,593875.29
INV/003192,Citric Acid,899,190.03,170836.97
INV/003192,Cocoa Mass,735,103.28,75910.8
INV/003192,Mint Flavour,478,266.89,127573.42
INV/003192,Cardamom Oil,1046,755.16,789897.36
INV/003193,Secondary Freight,3963,480.16,1902874.08
INV/003193,Cold-Chain Haulage,2308,191.47,441912.76
INV/003194,Edible Starch,4485,302.51,1356757.35
INV/003194,Milk Solids,3123,963.25,3008229.75
INV/003194,Edible Starch,823,108.76,89509.48
INV/003195,AMC-Machinery,3441,334.22,1150051.02
INV/003195,Security Services,2638,13.18,34768.84
INV/003195,Consulting,2818,351.33,990047.94
INV/003196,Shrink Sleeve,1557,443.45,690451.65
INV/003197,Secondary Freight,2309,73.26,169157.34
INV/003197,Cold-Chain Haulage,4509,8.26,37244.34
INV/003197,Cold-Chain Haulage,640,328.41,210182.4
INV/003197-D,Secondary Freight,2309,73.26,169157.34
INV/003197-D,Cold-Chain Haulage,4509,8.26,37244.34
INV/003197-D,Cold-Chain Haulage,640,328.41,210182.4
INV/003198,Warehousing,2999,503.33,1509486.67
INV/003198,Warehousing,2725,471.12,1283802.0
INV/003199,Secondary Freight,1569,563.76,884539.44
INV/003199,Cold-Chain Haulage,1937,437.8,848018.6
INV/003199,Secondary Freight,1356,808.46,1096271.76
INV/003199,Cold-Chain Haulage,3458,401.28,1387626.24
INV/003200,Corrugated Box,171,8.17,1397.07
INV/003201,Consulting,1497,710.87,1064172.39
INV/003202,Warehousing,734,615.4,451703.6
INV/003203,Housekeeping,3197,384.6,1229566.2
INV/003203,Housekeeping,752,563.54,423782.08
INV/003203,AMC-Machinery,1530,606.51,927960.3
INV/003203,AMC-Machinery,4860,279.95,1360557.0
INV/003204,Mint Flavour,4104,343.91,1411406.64
INV/003205,Warehousing,64,431.48,27614.72
INV/003205,Cold-Chain Haulage,3667,165.97,608611.99
INV/003206,Cardamom Oil,4336,50.65,219618.4
INV/003206,Mint Flavour,3370,753.63,2539733.1
INV/003206,Cardamom Oil,1192,95.7,114074.4
INV/003206,Citric Acid,2382,276.27,658075.14
INV/003207,Primary Freight,1712,421.7,721950.4
INV/003207,Primary Freight,709,512.37,363270.33
INV/003208,Glucose Syrup,474,564.28,267468.72
INV/003209,Primary Freight,1560,192.13,299722.8
INV/003209,Primary Freight,4092,482.53,1974512.76
INV/003209,Warehousing,1348,766.14,1032756.72
INV/003210,Edible Starch,1797,268.39,482296.83
INV/003210,Refined Sugar,2828,540.1,1527402.8
INV/003210,Menthol Crystals,1125,379.29,426701.25
INV/003211,Refined Sugar,2150,206.11,443136.5
INV/003211,Milk Solids,4646,797.2,3703791.2
INV/003211,Milk Solids,4457,777.29,3464381.53
INV/003211,Menthol Crystals,4237,668.5,2832434.5
INV/003212,Edible Starch,3716,191.09,710090.44
INV/003213,Menthol Crystals,2112,799.75,1689072.0
INV/003213,Menthol Crystals,1451,79.4,115209.4
INV/003213,Glucose Syrup,114,298.27,34002.78
INV/003214,Milk Solids,4967,188.25,935037.75
INV/003214,Glucose Syrup,488,693.71,338530.48
INV/003214,Menthol Crystals,1366,250.67,342415.22
INV/003215,Menthol Crystals,215,881.93,189614.95
INV/003215,Milk Solids,4770,27.97,133416.9
INV/003215,Edible Starch,4823,453.56,2187519.88
INV/003215,Menthol Crystals,3036,234.71,712579.56
INV/003216,Primary Freight,3679,525.56,1933535.24
INV/003216,Primary Freight,90,775.83,69824.7
INV/003217,PET Bottle 500ml,3588,372.83,1337714.04
INV/003218,Housekeeping,3753,618.06,2319579.18
INV/003218,Security Services,3876,38.73,150117.48
INV/003218,IT AMC,2187,488.51,1068371.37
INV/003219,Corrugated Box,3131,88.36,276655.16
INV/003219,PET Bottle 500ml,1144,634.93,726359.92
INV/003220,Wrapper Film,3478,152.01,528690.78
INV/003220,Corrugated Box,1578,193.69,305642.82
INV/003220,Shrink Sleeve,999,840.09,839249.91
INV/003221,Wrapper Film,3313,204.68,678104.84
INV/003221,Corrugated Box,2953,303.44,896058.32
INV/003222,Permitted Colour,2254,501.33,1129997.82
INV/003222,Cocoa Mass,3682,131.62,484624.84
INV/003223,Edible Starch,3703,590.9,2188102.7
INV/003223,Edible Starch,2655,292.09,775498.95
INV/003224,PET Bottle 500ml,616,706.17,435000.72
INV/003224,Shrink Sleeve,646,194.55,125679.3
INV/003225,IT AMC,3842,320.52,1231437.84
INV/003225,Housekeeping,2686,839.52,2254950.72
INV/003226,Primary Freight,4655,259.13,1206250.15
INV/003227,Edible Starch,860,473.08,406848.8
INV/003227,Glucose Syrup,1542,862.65,1330206.3
INV/003227,Refined Sugar,1973,541.31,1068004.63
INV/003227,Refined Sugar,1046,64.74,67718.04
INV/003228,Menthol Crystals,1071,720.19,771323.49
INV/003228,Refined Sugar,393,369.26,145119.18
INV/003229,Corrugated Box,1641,105.92,173814.72
INV/003229,Mono Carton,380,772.64,293603.2
INV/003230,AMC-Machinery,2656,604.23,1604834.88
INV/003231,Cold-Chain Haulage,3468,880.7,3054267.6
INV/003232,Cold-Chain Haulage,3332,778.42,2593695.44
INV/003232,Primary Freight,4991,62.82,313534.62
INV/003232,Secondary Freight,2809,245.07,688401.63
INV/003232,Cold-Chain Haulage,104,501.18,52122.72
INV/003233,Edible Starch,3954,746.93,2953361.22
INV/003233,Edible Starch,1243,364.86,453520.98
INV/003234,Permitted Colour,944,173.22,163519.68
INV/003234,Permitted Colour,4558,61.91,282185.78
INV/003234,Permitted Colour,1801,74.83,134768.83
INV/003234,Cocoa Mass,2795,138.4,386828.0
INV/003235,Corrugated Box,4895,36.39,178129.05
INV/003235,PET Bottle 500ml,3542,194.48,688848.16
INV/003236,Mint Flavour,2604,869.58,2264386.32
INV/003236,Permitted Colour,1373,68.1,93501.3
INV/003236,Citric Acid,764,736.02,562319.28
INV/003237,PET Bottle 500ml,1773,588.59,1043570.07
INV/003238,Glucose Syrup,1508,641.35,967155.8
INV/003238,Milk Solids,377,538.99,203199.23
INV/003238,Glucose Syrup,165,469.22,77421.3
INV/003239,Glucose Syrup,1473,866.14,1275824.22
INV/003239,Refined Sugar,445,124.29,55309.05
INV/003240,Secondary Freight,2600,34.57,89882.0
INV/003240,Cold-Chain Haulage,581,240.44,139695.64
INV/003241,Primary Freight,2985,307.81,918812.85
INV/003241,Secondary Freight,2305,48.23,111170.15
INV/003241,Warehousing,2262,536.0,1212432.0
INV/003242,Edible Starch,4674,158.74,741950.76
INV/003242,Edible Starch,280,387.59,108525.2
INV/003243,PET Bottle 500ml,2347,383.86,900919.42
INV/003244,Primary Freight,3821,438.47,1675393.87
INV/003244,Warehousing,3420,801.5,2741130.0
INV/003244,Primary Freight,2608,105.42,274935.36
INV/003244,Warehousing,2185,259.69,567422.65
INV/003245,Refined Sugar,4663,447.71,2087671.73
INV/003245,Refined Sugar,57,285.52,16274.64
INV/003246,Secondary Freight,2378,423.69,1007534.82
INV/003246,Cold-Chain Haulage,2148,892.23,1916510.04
INV/003246,Warehousing,3598,32.85,118194.3
INV/003247,Cold-Chain Haulage,4918,644.37,3169011.66
INV/003247,Secondary Freight,3767,75.87,285802.29
INV/003247,Primary Freight,3635,253.53,921581.55
INV/003248,Housekeeping,4968,192.47,956190.96
INV/003249,Warehousing,4095,561.39,2298892.05
INV/003249,Primary Freight,992,327.25,324632.0
INV/003249,Warehousing,4966,111.74,554900.84
INV/003250,Milk Solids,2291,553.35,1267724.85
INV/003250,Milk Solids,4737,645.63,3058349.31
INV/003250,Menthol Crystals,1822,144.6,263461.2
INV/003250,Milk Solids,67,173.14,11600.38
INV/003251,IT AMC,1994,878.36,1751449.84
INV/003251,Consulting,2572,811.08,2086097.76
INV/003251,AMC-Machinery,3243,116.09,376479.87
INV/003252,Edible Starch,492,832.96,409816.32
INV/003253,Security Services,4984,785.46,3914732.64
INV/003253,AMC-Machinery,1918,889.88,1706789.84
INV/003253,Security Services,1550,669.78,1038159.0
INV/003253,IT AMC,4840,339.52,1643276.8
INV/003254,AMC-Machinery,2219,243.6,540548.4
INV/003254,AMC-Machinery,2615,106.46,278392.9
INV/003254,Housekeeping,2505,729.68,1827848.4
INV/003255,PET Bottle 500ml,2919,703.66,2053983.54
INV/003256,Shrink Sleeve,4178,479.52,2003434.56
INV/003256,Corrugated Box,1336,609.71,814572.56
INV/003257,PET Bottle 500ml,2691,674.25,1814406.75
INV/003257,PET Bottle 500ml,1574,323.86,509755.64
INV/003257,Wrapper Film,1397,755.16,1054958.52
INV/003257-D,PET Bottle 500ml,2691,674.25,1814406.75
INV/003257-D,PET Bottle 500ml,1574,323.86,509755.64
INV/003257-D,Wrapper Film,1397,755.16,1054958.52
INV/003258,Mint Flavour,2303,191.4,440794.2
INV/003258,Cardamom Oil,575,676.19,388809.25
INV/003258,Citric Acid,3425,552.15,1891113.75
INV/003259,Mono Carton,911,494.9,450853.9
INV/003259,Mono Carton,4825,286.5,1382362.5
INV/003260,Secondary Freight,3549,449.82,1596411.18
INV/003260,Cold-Chain Haulage,1026,583.21,598373.46
INV/003261,Consulting,2445,513.51,1255531.95
INV/003261,IT AMC,1054,218.81,230625.74
INV/003262,Primary Freight,810,769.18,623035.8
INV/003262,Primary Freight,2826,109.34,308994.84
INV/003262,Primary Freight,2356,130.22,306798.32
INV/003263,Corrugated Box,1660,421.54,699756.4
INV/003263,Wrapper Film,3078,841.37,2589736.86
INV/003264,Security Services,1167,557.09,650124.03
INV/003265,Citric Acid,4158,504.14,2096214.12
INV/003265,Cocoa Mass,3128,137.17,429067.76
INV/003266,Cold-Chain Haulage,2846,697.41,1984828.86
INV/003266,Secondary Freight,2242,488.4,1094992.8
INV/003267,Glucose Syrup,1549,129.91,201230.59
INV/003267,Glucose Syrup,2307,260.1,600050.7
INV/003267,Edible Starch,4181,723.6,3025371.6
INV/003267,Edible Starch,2041,304.11,620688.51
INV/003268,Primary Freight,4956,729.07,3613270.92
INV/003269,Milk Solids,4717,226.91,1070334.47
INV/003269,Edible Starch,3024,320.1,967982.4
INV/003269,Milk Solids,2572,330.25,849403.0
INV/003269,Glucose Syrup,4457,315.78,1407431.46
INV/003270,Secondary Freight,66,325.71,21496.86
INV/003270,Secondary Freight,2554,681.07,1739452.78
INV/003271,Menthol Crystals,202,729.87,147433.74
INV/003272,Permitted Colour,1822,618.32,1126579.04
INV/003272,Cardamom Oil,2092,881.01,1843072.92
INV/003273,Housekeeping,1099,231.62,254550.38
INV/003274,IT AMC,3088,884.19,2730378.72
INV/003274,IT AMC,641,224.46,143878.86
INV/003274-D,IT AMC,3088,884.19,2730378.72
INV/003274-D,IT AMC,641,224.46,143878.86
INV/003275,Citric Acid,4595,23.13,106282.35
INV/003275,Mint Flavour,543,240.3,130482.9
INV/003276,Security Services,2817,188.41,530750.97
INV/003277,Refined Sugar,2141,198.52,425031.32
INV/003277,Refined Sugar,4062,71.24,289376.88
INV/003277,Glucose Syrup,3821,581.29,2221109.09
INV/003278,Citric Acid,2624,535.42,1404942.08
INV/003278,Citric Acid,4361,495.4,2160439.4
INV/003278,Mint Flavour,4510,68.05,306905.5
INV/003278,Citric Acid,3695,568.47,2100496.65
INV/003279,Milk Solids,3000,214.08,642240.0
INV/003280,Menthol Crystals,1000,827.38,827380.0
INV/003280,Menthol Crystals,1536,800.79,1230013.44
INV/003280,Milk Solids,4030,679.43,2738102.9
INV/003281,Milk Solids,1695,372.26,630980.7
INV/003281,Edible Starch,2751,687.24,1890597.24
INV/003282,Cocoa Mass,3493,313.21,1094042.53
INV/003282,Mint Flavour,314,22.36,7021.04
INV/003282,Permitted Colour,3842,112.53,432340.26
INV/003282-D,Cocoa Mass,3493,313.21,1094042.53
INV/003282-D,Mint Flavour,314,22.36,7021.04
INV/003282-D,Permitted Colour,3842,112.53,432340.26
INV/003283,Edible Starch,4753,346.84,1648530.52
INV/003284,Cold-Chain Haulage,2778,839.46,2332019.88
INV/003285,AMC-Machinery,436,205.31,89515.16
INV/003286,Security Services,1290,44.95,57985.5
INV/003287,Consulting,1165,236.74,275802.1
INV/003288,Citric Acid,3459,222.94,771149.46
INV/003288,Mint Flavour,4167,373.02,1554374.34
INV/003288,Mint Flavour,1787,289.93,518104.91
INV/003288,Permitted Colour,3498,495.48,1733189.04
INV/003289,Security Services,323,871.25,281413.75
INV/003290,Warehousing,3689,204.84,755654.76
INV/003290,Warehousing,4558,702.94,3204000.52
INV/003291,Cold-Chain Haulage,1481,540.93,801117.33
INV/003292,Warehousing,2267,481.31,1091129.77
INV/003292,Warehousing,1059,357.17,378243.03
INV/003292,Secondary Freight,1130,507.51,573486.3
INV/003292-D,Warehousing,2267,481.31,1091129.77
INV/003292-D,Warehousing,1059,357.17,378243.03
INV/003292-D,Secondary Freight,1130,507.51,573486.3
INV/003293,Cocoa Mass,664,896.58,595329.12
INV/003294,Mono Carton,1452,786.1,1141417.2
INV/003294,PET Bottle 500ml,1950,99.37,193771.5
INV/003294,Wrapper Film,382,853.28,325952.96
INV/003294,Corrugated Box,2859,836.63,2391925.17
INV/003295,Cold-Chain Haulage,2598,809.9,2104120.2
INV/003296,IT AMC,1515,15.95,24164.25
INV/003296,Housekeeping,4360,149.13,650206.8
INV/003296,Consulting,2453,509.67,1250220.51
INV/003296,Security Services,4597,436.34,2005854.98
INV/003297,Edible Starch,2395,709.48,1699204.6
INV/003297,Refined Sugar,2576,219.47,565354.72
INV/003297,Refined Sugar,1139,507.75,578327.25
INV/003298,Consulting,2775,43.68,121212.0
INV/003298,Security Services,3396,504.2,1712263.2
INV/003299,AMC-Machinery,3570,723.1,2581467.0
INV/003300,Shrink Sleeve,772,386.76,298578.72
INV/003300,PET Bottle 500ml,1572,85.65,134641.8
INV/003300,Shrink Sleeve,4861,30.02,145927.22
INV/003301,IT AMC,3090,402.97,1245177.3
INV/003301,Housekeeping,1748,531.94,929831.12
INV/003301,Security Services,679,607.4,412424.6
INV/003302,Secondary Freight,4780,104.47,499366.6
INV/003303,PET Bottle 500ml,3334,514.2,1714342.8
INV/003303,Corrugated Box,4065,215.54,876170.1
INV/003303,PET Bottle 500ml,2910,664.06,1932414.6
INV/003304,Edible Starch,2762,285.02,787225.24
INV/003304,Edible Starch,925,193.25,178756.25
INV/003304,Glucose Syrup,4278,37.29,159526.62
INV/003305,IT AMC,2371,877.88,2081453.48
INV/003305,AMC-Machinery,3811,370.06,1410298.66
INV/003306,Cold-Chain Haulage,4164,219.85,915455.4
INV/003306,Cold-Chain Haulage,4834,140.52,679273.68
INV/003306,Warehousing,3071,457.57,1405197.47
INV/003307,Wrapper Film,3946,227.73,898622.58
INV/003307,Wrapper Film,4936,194.33,959212.88
INV/003307,Wrapper Film,1028,710.11,729993.08
INV/003308,Primary Freight,2024,584.66,1183351.84
INV/003308,Secondary Freight,1621,802.03,1300090.63
INV/003309,Mint Flavour,1146,283.72,325143.12
INV/003309,Cardamom Oil,4997,502.95,2513241.15
INV/003310,Edible Starch,612,602.98,369023.76
INV/003311,Cocoa Mass,496,261.14,129525.44
INV/003312,Secondary Freight,2910,663.65,1931221.5
INV/003312,Primary Freight,4721,373.89,1765134.69
INV/003313,Cocoa Mass,3667,65.46,240041.82
INV/003313,Cocoa Mass,3995,643.95,2572580.25
INV/003313,Mint Flavour,788,235.37,185471.56
INV/003313,Cocoa Mass,1297,496.14,643493.58
INV/003314,Refined Sugar,3594,143.59,516062.46
INV/003315,Cardamom Oil,447,859.42,384160.74
INV/003315,Cocoa Mass,876,177.55,155533.8
INV/003315,Mint Flavour,4542,599.49,2722883.58
INV/003316,Edible Starch,4259,459.99,1959097.41
INV/003316,Milk Solids,2531,50.64,128169.84
INV/003316,Refined Sugar,4622,827.94,3826738.68
INV/003317,Refined Sugar,3122,804.77,2512491.94
INV/003317,Menthol Crystals,2116,305.95,647390.2
INV/003318,Cocoa Mass,3984,876.07,3490262.88
INV/003318,Permitted Colour,2822,134.25,378853.5
INV/003318,Cocoa Mass,1862,511.22,951891.64
INV/003319,Citric Acid,4208,709.9,2987259.2
INV/003320,Citric Acid,806,638.01,514236.06
INV/003320,Cocoa Mass,1831,573.61,1050279.91
INV/003320,Cardamom Oil,4785,99.32,475246.2
INV/003320,Mint Flavour,1799,345.96,622382.04
INV/003321,Corrugated Box,4408,655.31,2888606.48
INV/003322,Glucose Syrup,2801,436.31,1222104.31
INV/003322,Milk Solids,1269,203.48,258216.12
INV/003322,Glucose Syrup,3358,326.11,1095077.38
INV/003322,Milk Solids,4477,39.75,177960.75
INV/003323,Permitted Colour,851,888.75,756326.25
INV/003324,Wrapper Film,3242,677.65,2196941.3
INV/003324,Mono Carton,88,653.59,57515.92
INV/003325,Cold-Chain Haulage,3575,302.43,1081187.25
INV/003325,Secondary Freight,1044,276.45,288613.8
INV/003325,Primary Freight,365,86.24,31477.6
INV/003326,Permitted Colour,1958,693.76,1358382.08
INV/003327,Cold-Chain Haulage,4793,266.71,1278341.03
INV/003328,Corrugated Box,4736,360.35,1706617.6
INV/003328,Corrugated Box,2444,266.86,652205.84
INV/003328,Mono Carton,3511,587.25,2061834.75
INV/003329,IT AMC,4063,450.88,1831925.44
INV/003329,Consulting,4752,363.53,1727494.56
INV/003330,Wrapper Film,3181,87.73,279069.13
INV/003330,Shrink Sleeve,2482,647.27,1606524.14
INV/003330,PET Bottle 500ml,1407,361.38,508461.66
INV/003330,PET Bottle 500ml,417,213.42,88996.14
INV/003331,Corrugated Box,2461,740.16,1821533.76
INV/003331,Corrugated Box,4833,728.01,3518472.33
INV/003331,Corrugated Box,4591,861.19,3953723.29
INV/003331,Corrugated Box,1730,750.61,1298555.3
INV/003332,Shrink Sleeve,144,742.23,106881.12
INV/003332,Corrugated Box,4235,582.11,2465235.85
INV/003332,PET Bottle 500ml,3022,638.79,1930423.38
INV/003333,Primary Freight,4820,90.39,435679.8
INV/003333,Warehousing,217,490.58,106455.86
INV/003334,Warehousing,966,764.05,738072.3
INV/003334,Cold-Chain Haulage,781,434.44,339297.64
INV/003334,Cold-Chain Haulage,2671,586.45,1566407.95
INV/003335,Corrugated Box,3684,281.1,1035572.4
INV/003335,Mono Carton,4042,830.47,3356759.74
INV/003335,Wrapper Film,4402,250.91,1104505.82
INV/003336,Menthol Crystals,3586,508.55,1823660.3
INV/003336,Glucose Syrup,4226,871.14,3681437.64
INV/003337,Refined Sugar,2321,349.4,810957.4
INV/003337,Menthol Crystals,1748,672.94,1176299.12
INV/003338,IT AMC,1247,611.55,762602.85
INV/003338,Security Services,4740,745.66,3534428.4
INV/003338,Housekeeping,2612,883.29,2307153.48
INV/003339,Edible Starch,788,753.65,593876.2
INV/003339,Edible Starch,669,640.57,428541.33
INV/003340,Glucose Syrup,3621,294.25,1065479.25
INV/003340,Milk Solids,4131,876.04,3618921.24
INV/003340,Edible Starch,1015,698.13,708601.95
INV/003340,Menthol Crystals,3324,774.12,2573174.88
INV/003341,IT AMC,4613,682.44,3148095.72
INV/003341,AMC-Machinery,2914,232.0,676048.0
INV/003342,Wrapper Film,2163,357.72,773748.36
INV/003342,Corrugated Box,2857,452.64,1293192.48
INV/003342,Wrapper Film,4497,555.03,2495969.91
INV/003342,Shrink Sleeve,4671,212.25,991419.75
INV/003343,Consulting,3694,247.31,913563.14
INV/003344,Secondary Freight,859,135.56,116446.04
INV/003344,Cold-Chain Haulage,3432,265.19,910132.08
INV/003344,Cold-Chain Haulage,2016,817.71,1648503.36
INV/003345,Mint Flavour,4949,881.53,4362691.97
