grn_no,po_no,grn_date,material,received_qty
GRN-02974,PO-2024-02974,2025-04-10,Permitted Colour,1079
GRN-02974,PO-2024-02974,2025-04-10,Citric Acid,4581
GRN-02974,PO-2024-02974,2025-04-10,Cardamom Oil,3122
GRN-02974,PO-2024-02974,2025-04-10,Permitted Colour,1235
GRN-02975,PO-2024-02975,2024-10-01,Warehousing,1097
GRN-02975,PO-2024-02975,2024-10-01,Primary Freight,3901
GRN-02975,PO-2024-02975,2024-10-01,Warehousing,4432
GRN-02975,PO-2024-02975,2024-10-01,Secondary Freight,4679
GRN-02976,PO-2024-02976,2025-02-12,Shrink Sleeve,1114
GRN-02976,PO-2024-02976,2025-02-12,Wrapper Film,2299
GRN-02977,PO-2024-02977,2025-05-01,Security Services,191
GRN-02977,PO-2024-02977,2025-05-01,Consulting,3216
GRN-02977,PO-2024-02977,2025-05-01,AMC-Machinery,681
GRN-02978,PO-2024-02978,2024-08-10,Cardamom Oil,75
GRN-02978,PO-2024-02978,2024-08-10,Mint Flavour,4810
GRN-02979,PO-2024-02979,2025-05-17,Menthol Crystals,144
GRN-02979,PO-2024-02979,2025-05-17,Edible Starch,925
GRN-02979,PO-2024-02979,2025-05-17,Refined Sugar,1158
GRN-02979,PO-2024-02979,2025-05-17,Edible Starch,2976
GRN-02980,PO-2024-02980,2024-08-09,Cocoa Mass,730
GRN-02981,PO-2024-02981,2024-12-15,Menthol Crystals,4548
GRN-02981,PO-2024-02981,2024-12-15,Glucose Syrup,3020
GRN-02981,PO-2024-02981,2024-12-15,Menthol Crystals,3583
GRN-02982,PO-2024-02982,2025-02-10,Housekeeping,812
GRN-02982,PO-2024-02982,2025-02-10,Housekeeping,1903
GRN-02982,PO-2024-02982,2025-02-10,IT AMC,4024
GRN-02983,PO-2024-02983,2024-04-10,Secondary Freight,821
GRN-02983,PO-2024-02983,2024-04-10,Primary Freight,2957
GRN-02983,PO-2024-02983,2024-04-10,Primary Freight,1966
GRN-02984,PO-2024-02984,2024-11-25,Shrink Sleeve,2471
GRN-02985,PO-2024-02985,2024-09-09,Wrapper Film,2750
GRN-02985,PO-2024-02985,2024-09-09,Shrink Sleeve,938
GRN-02986,PO-2024-02986,2024-05-03,Cocoa Mass,3660
GRN-02987,PO-2024-02987,2024-05-07,Menthol Crystals,2029
GRN-02987,PO-2024-02987,2024-05-07,Glucose Syrup,2514
GRN-02987,PO-2024-02987,2024-05-07,Menthol Crystals,3971
GRN-02987,PO-2024-02987,2024-05-07,Edible Starch,4540
GRN-02988,PO-2024-02988,2024-02-15,Milk Solids,3006
GRN-02989,PO-2024-02989,2025-01-22,Primary Freight,4226
GRN-02989,PO-2024-02989,2025-01-22,Cold-Chain Haulage,1716
GRN-02990,PO-2024-02990,2024-09-21,Secondary Freight,1643
GRN-02991,PO-2024-02991,2024-12-13,PET Bottle 500ml,4708
GRN-02991,PO-2024-02991,2024-12-13,Corrugated Box,4543
GRN-02991,PO-2024-02991,2024-12-13,PET Bottle 500ml,4414
GRN-02991,PO-2024-02991,2024-12-13,PET Bottle 500ml,2556
GRN-02992,PO-2024-02992,2024-08-04,Consulting,3075
GRN-02993,PO-2024-02993,2025-05-28,Primary Freight,735
GRN-02994,PO-2024-02994,2025-02-08,Security Services,3833
GRN-02994,PO-2024-02994,2025-02-08,Security Services,1562
GRN-02995,PO-2024-02995,2024-07-16,Refined Sugar,2174
GRN-02996,PO-2024-02996,2024-11-21,Citric Acid,2315
GRN-02996,PO-2024-02996,2024-11-21,Cocoa Mass,4363
GRN-02997,PO-2024-02997,2024-08-21,Shrink Sleeve,2180
GRN-02997,PO-2024-02997,2024-08-21,PET Bottle 500ml,442
GRN-02997,PO-2024-02997,2024-08-21,Shrink Sleeve,1539
GRN-02997,PO-2024-02997,2024-08-21,PET Bottle 500ml,3734
GRN-02998,PO-2024-02998,2024-09-05,Primary Freight,4623
GRN-02998,PO-2024-02998,2024-09-05,Warehousing,1413
GRN-02998,PO-2024-02998,2024-09-05,Primary Freight,4762
GRN-02998,PO-2024-02998,2024-09-05,Secondary Freight,3135
GRN-02999,PO-2024-02999,2024-12-11,Citric Acid,4787
GRN-03000,PO-2024-03000,2025-02-28,Cocoa Mass,3620
GRN-03001,PO-2024-03001,2025-03-22,IT AMC,4932
GRN-03001,PO-2024-03001,2025-03-22,AMC-Machinery,3620
GRN-03001,PO-2024-03001,2025-03-22,AMC-Machinery,3331
GRN-03002,PO-2024-03002,2024-02-03,PET Bottle 500ml,1418
GRN-03003,PO-2024-03003,2024-07-07,Consulting,908
GRN-03003,PO-2024-03003,2024-07-07,Consulting,586
GRN-03004,PO-2024-03004,2025-06-07,Housekeeping,2040
GRN-03004,PO-2024-03004,2025-06-07,Security Services,489
GRN-03004,PO-2024-03004,2025-06-07,Security Services,2903
GRN-03005,PO-2024-03005,2024-03-07,Permitted Colour,434
GRN-03005,PO-2024-03005,2024-03-07,Permitted Colour,830
GRN-03005,PO-2024-03005,2024-03-07,Permitted Colour,3139
GRN-03006,PO-2024-03006,2024-02-20,Secondary Freight,3952
GRN-03006,PO-2024-03006,2024-02-20,Cold-Chain Haulage,1942
GRN-03006,PO-2024-03006,2024-02-20,Primary Freight,3668
GRN-03006,PO-2024-03006,2024-02-20,Secondary Freight,221
GRN-03007,PO-2024-03007,2024-12-14,Housekeeping,2486
GRN-03007,PO-2024-03007,2024-12-14,Consulting,2812
GRN-03007,PO-2024-03007,2024-12-14,Housekeeping,278
GRN-03007,PO-2024-03007,2024-12-14,Consulting,4322
GRN-03008,PO-2024-03008,2024-02-20,Menthol Crystals,3072
GRN-03008,PO-2024-03008,2024-02-20,Menthol Crystals,2454
GRN-03009,PO-2024-03009,2024-01-26,Primary Freight,2857
GRN-03010,PO-2024-03010,2024-01-28,Refined Sugar,4224
GRN-03010,PO-2024-03010,2024-01-28,Glucose Syrup,2708
GRN-03011,PO-2024-03011,2025-05-19,Menthol Crystals,4033
GRN-03012,PO-2024-03012,2025-02-10,Secondary Freight,4213
GRN-03012,PO-2024-03012,2025-02-10,Cold-Chain Haulage,1614
GRN-03012,PO-2024-03012,2025-02-10,Cold-Chain Haulage,4273
GRN-03012,PO-2024-03012,2025-02-10,Warehousing,1369
GRN-03013,PO-2024-03013,2024-02-02,Mint Flavour,1685
GRN-03014,PO-2024-03014,2024-02-28,Edible Starch,1326
GRN-03014,PO-2024-03014,2024-02-28,Glucose Syrup,3219
GRN-03015,PO-2024-03015,2025-06-14,Milk Solids,4537
GRN-03016,PO-2024-03016,2024-09-08,IT AMC,4785
GRN-03017,PO-2024-03017,2024-04-09,Security Services,193
GRN-03017,PO-2024-03017,2024-04-09,AMC-Machinery,979
GRN-03017,PO-2024-03017,2024-04-09,AMC-Machinery,1944
GRN-03018,PO-2024-03018,2025-06-27,Cold-Chain Haulage,1774
GRN-03018,PO-2024-03018,2025-06-27,Warehousing,1098
GRN-03018,PO-2024-03018,2025-06-27,Primary Freight,1033
GRN-03019,PO-2024-03019,2024-06-28,Corrugated Box,1599
GRN-03020,PO-2024-03020,2024-03-03,Cardamom Oil,3930
GRN-03020,PO-2024-03020,2024-03-03,Cardamom Oil,651
GRN-03020,PO-2024-03020,2024-03-03,Citric Acid,1149
GRN-03021,PO-2024-03021,2025-04-27,Citric Acid,610
GRN-03021,PO-2024-03021,2025-04-27,Citric Acid,969
GRN-03021,PO-2024-03021,2025-04-27,Permitted Colour,913
GRN-03021,PO-2024-03021,2025-04-27,Cocoa Mass,3333
GRN-03022,PO-2024-03022,2024-07-17,Consulting,3183
GRN-03022,PO-2024-03022,2024-07-17,Housekeeping,1723
GRN-03022,PO-2024-03022,2024-07-17,Consulting,255
GRN-03023,PO-2024-03023,2024-08-28,Citric Acid,4057
GRN-03023,PO-2024-03023,2024-08-28,Cardamom Oil,3799
GRN-03023,PO-2024-03023,2024-08-28,Permitted Colour,609
GRN-03023,PO-2024-03023,2024-08-28,Cocoa Mass,3109
GRN-03024,PO-2024-03024,2024-02-06,Mint Flavour,3015
GRN-03025,PO-2024-03025,2025-01-03,Cardamom Oil,4689
GRN-03025,PO-2024-03025,2025-01-03,Mint Flavour,1315
GRN-03025,PO-2024-03025,2025-01-03,Permitted Colour,4020
GRN-03025,PO-2024-03025,2025-01-03,Cocoa Mass,4678
GRN-03026,PO-2024-03026,2025-01-09,Citric Acid,3302
GRN-03026,PO-2024-03026,2025-01-09,Cocoa Mass,1411
GRN-03026,PO-2024-03026,2025-01-09,Permitted Colour,3138
GRN-03026,PO-2024-03026,2025-01-09,Permitted Colour,685
GRN-03027,PO-2024-03027,2025-05-16,Citric Acid,1377
GRN-03027,PO-2024-03027,2025-05-16,Mint Flavour,3335
GRN-03027,PO-2024-03027,2025-05-16,Mint Flavour,914
GRN-03027,PO-2024-03027,2025-05-16,Cardamom Oil,1328
GRN-03028,PO-2024-03028,2024-05-14,Citric Acid,909
GRN-03028,PO-2024-03028,2024-05-14,Cardamom Oil,4349
GRN-03029,PO-2024-03029,2024-02-14,AMC-Machinery,494
GRN-03029,PO-2024-03029,2024-02-14,Housekeeping,3835
GRN-03029,PO-2024-03029,2024-02-14,AMC-Machinery,3724
GRN-03029,PO-2024-03029,2024-02-14,Security Services,3190
GRN-03030,PO-2024-03030,2024-01-31,AMC-Machinery,4380
GRN-03030,PO-2024-03030,2024-01-31,Security Services,4263
GRN-03030,PO-2024-03030,2024-01-31,Housekeeping,3619
GRN-03031,PO-2024-03031,2024-10-06,Cocoa Mass,4383
GRN-03031,PO-2024-03031,2024-10-06,Mint Flavour,2195
GRN-03031,PO-2024-03031,2024-10-06,Cocoa Mass,1721
GRN-03032,PO-2024-03032,2024-09-27,Warehousing,1713
GRN-03032,PO-2024-03032,2024-09-27,Cold-Chain Haulage,602
GRN-03032,PO-2024-03032,2024-09-27,Secondary Freight,4840
GRN-03032,PO-2024-03032,2024-09-27,Primary Freight,1183
GRN-03033,PO-2024-03033,2025-03-02,Glucose Syrup,1178
GRN-03033,PO-2024-03033,2025-03-02,Edible Starch,453
GRN-03034,PO-2024-03034,2024-01-27,Consulting,1604
GRN-03034,PO-2024-03034,2024-01-27,AMC-Machinery,3852
GRN-03035,PO-2024-03035,2025-04-14,Edible Starch,3417
GRN-03036,PO-2024-03036,2024-07-01,Permitted Colour,2721
GRN-03036,PO-2024-03036,2024-07-01,Mint Flavour,1775
GRN-03036,PO-2024-03036,2024-07-01,Permitted Colour,2089
GRN-03037,PO-2024-03037,2024-09-05,IT AMC,4512
GRN-03038,PO-2024-03038,2024-05-14,Warehousing,3615
GRN-03038,PO-2024-03038,2024-05-14,Cold-Chain Haulage,4244
GRN-03038,PO-2024-03038,2024-05-14,Cold-Chain Haulage,4357
GRN-03038,PO-2024-03038,2024-05-14,Secondary Freight,2934
GRN-03039,PO-2024-03039,2024-12-09,Mint Flavour,3692
GRN-03039,PO-2024-03039,2024-12-09,Citric Acid,3374
GRN-03040,PO-2024-03040,2024-10-03,Primary Freight,1267
GRN-03040,PO-2024-03040,2024-10-03,Cold-Chain Haulage,2551
GRN-03041,PO-2024-03041,2024-07-13,Mint Flavour,1927
GRN-03041,PO-2024-03041,2024-07-13,Mint Flavour,4445
GRN-03041,PO-2024-03041,2024-07-13,Citric Acid,403
GRN-03042,PO-2024-03042,2025-06-17,Cold-Chain Haulage,425
GRN-03042,PO-2024-03042,2025-06-17,Warehousing,4231
GRN-03043,PO-2024-03043,2024-06-02,Permitted Colour,3616
GRN-03043,PO-2024-03043,2024-06-02,Mint Flavour,1241
GRN-03044,PO-2024-03044,2025-05-24,Refined Sugar,2535
GRN-03044,PO-2024-03044,2025-05-24,Edible Starch,1415
GRN-03044,PO-2024-03044,2025-05-24,Refined Sugar,4033
GRN-03044,PO-2024-03044,2025-05-24,Milk Solids,802
GRN-03045,PO-2024-03045,2025-03-17,Cardamom Oil,1391
GRN-03045,PO-2024-03045,2025-03-17,Citric Acid,3611
GRN-03045,PO-2024-03045,2025-03-17,Mint Flavour,2663
GRN-03046,PO-2024-03046,2025-03-04,Permitted Colour,3496
GRN-03047,PO-2024-03047,2024-08-22,Mono Carton,4050
GRN-03047,PO-2024-03047,2024-08-22,PET Bottle 500ml,3150
GRN-03048,PO-2024-03048,2025-06-03,Milk Solids,379
GRN-03049,PO-2024-03049,2024-03-04,IT AMC,452
GRN-03049,PO-2024-03049,2024-03-04,Security Services,3938
GRN-03049,PO-2024-03049,2024-03-04,Security Services,4558
GRN-03050,PO-2024-03050,2024-01-14,Glucose Syrup,1508
GRN-03050,PO-2024-03050,2024-01-14,Milk Solids,4484
GRN-03050,PO-2024-03050,2024-01-14,Refined Sugar,1555
GRN-03050,PO-2024-03050,2024-01-14,Edible Starch,1444
GRN-03051,PO-2024-03051,2024-08-12,Primary Freight,4408
GRN-03051,PO-2024-03051,2024-08-12,Warehousing,1299
GRN-03051,PO-2024-03051,2024-08-12,Cold-Chain Haulage,4226
GRN-03051,PO-2024-03051,2024-08-12,Warehousing,4984
GRN-03052,PO-2024-03052,2025-02-23,PET Bottle 500ml,1234
GRN-03053,PO-2024-03053,2025-06-09,Consulting,244
GRN-03053,PO-2024-03053,2025-06-09,Housekeeping,533
GRN-03053,PO-2024-03053,2025-06-09,Housekeeping,2061
GRN-03053,PO-2024-03053,2025-06-09,AMC-Machinery,4964
GRN-03054,PO-2024-03054,2025-04-30,PET Bottle 500ml,3974
GRN-03055,PO-2024-03055,2024-03-18,Cold-Chain Haulage,496
GRN-03055,PO-2024-03055,2024-03-18,Warehousing,3424
GRN-03055,PO-2024-03055,2024-03-18,Secondary Freight,2048
GRN-03056,PO-2024-03056,2024-12-21,Refined Sugar,2091
GRN-03056,PO-2024-03056,2024-12-21,Menthol Crystals,4855
GRN-03056,PO-2024-03056,2024-12-21,Glucose Syrup,4502
GRN-03057,PO-2024-03057,2024-12-16,Refined Sugar,653
GRN-03057,PO-2024-03057,2024-12-16,Refined Sugar,2930
GRN-03057,PO-2024-03057,2024-12-16,Glucose Syrup,3650
GRN-03057,PO-2024-03057,2024-12-16,Refined Sugar,3982
GRN-03058,PO-2024-03058,2024-02-21,Housekeeping,125
GRN-03058,PO-2024-03058,2024-02-21,Security Services,2179
GRN-03058,PO-2024-03058,2024-02-21,Housekeeping,3583
GRN-03058,PO-2024-03058,2024-02-21,Security Services,1720
GRN-03059,PO-2024-03059,2025-02-05,Consulting,3790
GRN-03059,PO-2024-03059,2025-02-05,IT AMC,968
GRN-03059,PO-2024-03059,2025-02-05,Security Services,4058
GRN-03060,PO-2024-03060,2025-06-04,Menthol Crystals,3976
GRN-03060,PO-2024-03060,2025-06-04,Menthol Crystals,4616
GRN-03060,PO-2024-03060,2025-06-04,Edible Starch,1213
,PO-2024-03061,,Refined Sugar,0
,PO-2024-03061,,Menthol Crystals,0
,PO-2024-03061,,Glucose Syrup,0
,PO-2024-03061,,Menthol Crystals,0
GRN-03062,PO-2024-03062,2024-04-27,Milk Solids,3784
GRN-03063,PO-2024-03063,2025-03-17,Primary Freight,3483
GRN-03064,PO-2024-03064,2025-06-24,Edible Starch,3931
GRN-03065,PO-2024-03065,2024-06-26,Permitted Colour,1457
GRN-03065,PO-2024-03065,2024-06-26,Citric Acid,4301
GRN-03065,PO-2024-03065,2024-06-26,Citric Acid,4376
GRN-03065,PO-2024-03065,2024-06-26,Cocoa Mass,2605
GRN-03066,PO-2024-03066,2024-03-20,Milk Solids,2390
GRN-03066,PO-2024-03066,2024-03-20,Menthol Crystals,3155
GRN-03067,PO-2024-03067,2025-02-20,Glucose Syrup,2174
GRN-03068,PO-2024-03068,2024-02-03,Refined Sugar,1226
GRN-03068,PO-2024-03068,2024-02-03,Glucose Syrup,519
GRN-03068,PO-2024-03068,2024-02-03,Edible Starch,1848
GRN-03068,PO-2024-03068,2024-02-03,Menthol Crystals,3331
GRN-03069,PO-2024-03069,2024-05-08,Menthol Crystals,2339
GRN-03069,PO-2024-03069,2024-05-08,Refined Sugar,4111
GRN-03070,PO-2024-03070,2025-05-01,Menthol Crystals,4104
GRN-03070,PO-2024-03070,2025-05-01,Refined Sugar,2119
GRN-03070,PO-2024-03070,2025-05-01,Menthol Crystals,2654
GRN-03071,PO-2024-03071,2024-09-16,IT AMC,2506
GRN-03072,PO-2024-03072,2024-08-11,Milk Solids,136
GRN-03072,PO-2024-03072,2024-08-11,Refined Sugar,2365
GRN-03072,PO-2024-03072,2024-08-11,Glucose Syrup,2803
GRN-03073,PO-2024-03073,2024-08-19,Edible Starch,1299
GRN-03073,PO-2024-03073,2024-08-19,Edible Starch,2844
GRN-03073,PO-2024-03073,2024-08-19,Edible Starch,1067
GRN-03074,PO-2024-03074,2024-12-15,Glucose Syrup,2198
GRN-03074,PO-2024-03074,2024-12-15,Milk Solids,658
GRN-03074,PO-2024-03074,2024-12-15,Menthol Crystals,3850
GRN-03074,PO-2024-03074,2024-12-15,Edible Starch,3161
GRN-03075,PO-2024-03075,2024-08-23,Secondary Freight,3516
GRN-03076,PO-2024-03076,2025-04-28,Cocoa Mass,863
GRN-03076,PO-2024-03076,2025-04-28,Citric Acid,2408
GRN-03077,PO-2024-03077,2025-03-20,Edible Starch,1597
GRN-03077,PO-2024-03077,2025-03-20,Edible Starch,4835
GRN-03077,PO-2024-03077,2025-03-20,Menthol Crystals,1207
GRN-03077,PO-2024-03077,2025-03-20,Milk Solids,759
GRN-03078,PO-2024-03078,2024-01-18,Mint Flavour,3866
GRN-03078,PO-2024-03078,2024-01-18,Cocoa Mass,4786
GRN-03079,PO-2024-03079,2024-05-28,Secondary Freight,837
GRN-03079,PO-2024-03079,2024-05-28,Cold-Chain Haulage,2666
GRN-03079,PO-2024-03079,2024-05-28,Primary Freight,1568
GRN-03079,PO-2024-03079,2024-05-28,Secondary Freight,2863
GRN-03080,PO-2024-03080,2024-09-11,Housekeeping,4630
GRN-03080,PO-2024-03080,2024-09-11,AMC-Machinery,4028
GRN-03080,PO-2024-03080,2024-09-11,Housekeeping,2196
GRN-03081,PO-2024-03081,2025-01-16,Cold-Chain Haulage,4854
GRN-03081,PO-2024-03081,2025-01-16,Primary Freight,1990
GRN-03081,PO-2024-03081,2025-01-16,Warehousing,2539
GRN-03081,PO-2024-03081,2025-01-16,Warehousing,2077
GRN-03082,PO-2024-03082,2024-06-27,Security Services,2189
GRN-03082,PO-2024-03082,2024-06-27,Housekeeping,3138
GRN-03082,PO-2024-03082,2024-06-27,Consulting,3429
GRN-03083,PO-2024-03083,2024-04-02,Cocoa Mass,4391
GRN-03083,PO-2024-03083,2024-04-02,Citric Acid,2847
GRN-03083,PO-2024-03083,2024-04-02,Cardamom Oil,4693
GRN-03084,PO-2024-03084,2025-01-07,Milk Solids,160
GRN-03084,PO-2024-03084,2025-01-07,Edible Starch,2826
GRN-03085,PO-2024-03085,2024-04-19,Cold-Chain Haulage,1611
GRN-03085,PO-2024-03085,2024-04-19,Primary Freight,1182
GRN-03086,PO-2024-03086,2024-02-16,Cocoa Mass,4393
GRN-03086,PO-2024-03086,2024-02-16,Cocoa Mass,1414
GRN-03086,PO-2024-03086,2024-02-16,Mint Flavour,952
GRN-03087,PO-2024-03087,2024-09-06,Shrink Sleeve,2981
GRN-03087,PO-2024-03087,2024-09-06,Shrink Sleeve,2894
GRN-03087,PO-2024-03087,2024-09-06,Wrapper Film,3454
GRN-03088,PO-2024-03088,2024-12-14,Cardamom Oil,503
GRN-03089,PO-2024-03089,2024-10-03,Wrapper Film,3099
GRN-03089,PO-2024-03089,2024-10-03,Corrugated Box,1258
GRN-03089,PO-2024-03089,2024-10-03,Mono Carton,1907
GRN-03089,PO-2024-03089,2024-10-03,Corrugated Box,4267
GRN-03090,PO-2024-03090,2024-11-10,Warehousing,53
GRN-03091,PO-2024-03091,2024-10-30,Milk Solids,4613
GRN-03092,PO-2024-03092,2024-10-11,Mint Flavour,2852
GRN-03092,PO-2024-03092,2024-10-11,Cardamom Oil,4574
GRN-03092,PO-2024-03092,2024-10-11,Mint Flavour,1093
GRN-03092,PO-2024-03092,2024-10-11,Cardamom Oil,3936
GRN-03093,PO-2024-03093,2024-05-08,Primary Freight,3410
GRN-03093,PO-2024-03093,2024-05-08,Primary Freight,2665
GRN-03093,PO-2024-03093,2024-05-08,Cold-Chain Haulage,718
GRN-03093,PO-2024-03093,2024-05-08,Secondary Freight,4530
GRN-03094,PO-2024-03094,2025-01-10,Permitted Colour,4894
GRN-03095,PO-2024-03095,2024-06-24,Mono Carton,1302
GRN-03095,PO-2024-03095,2024-06-24,Wrapper Film,4496
GRN-03095,PO-2024-03095,2024-06-24,Corrugated Box,2571
GRN-03095,PO-2024-03095,2024-06-24,Shrink Sleeve,857
GRN-03096,PO-2024-03096,2024-03-27,IT AMC,1188
GRN-03097,PO-2024-03097,2025-02-03,Cardamom Oil,2773
GRN-03097,PO-2024-03097,2025-02-03,Cocoa Mass,1936
,PO-2024-03098,,Cardamom Oil,0
GRN-03099,PO-2024-03099,2025-06-21,AMC-Machinery,1120
GRN-03100,PO-2024-03100,2025-01-20,Security Services,4603
GRN-03100,PO-2024-03100,2025-01-20,Consulting,4810
GRN-03100,PO-2024-03100,2025-01-20,Security Services,1781
GRN-03100,PO-2024-03100,2025-01-20,Housekeeping,845
GRN-03101,PO-2024-03101,2025-01-06,Wrapper Film,3235
GRN-03101,PO-2024-03101,2025-01-06,Corrugated Box,3319
GRN-03101,PO-2024-03101,2025-01-06,Corrugated Box,962
GRN-03102,PO-2024-03102,2024-01-28,Security Services,981
GRN-03102,PO-2024-03102,2024-01-28,AMC-Machinery,3348
GRN-03103,PO-2024-03103,2025-02-03,Mono Carton,433
GRN-03104,PO-2024-03104,2025-03-21,Cardamom Oil,300
GRN-03105,PO-2024-03105,2024-06-16,Glucose Syrup,797
GRN-03105,PO-2024-03105,2024-06-16,Milk Solids,1902
GRN-03106,PO-2024-03106,2024-05-18,Housekeeping,122
GRN-03106,PO-2024-03106,2024-05-18,IT AMC,3382
GRN-03106,PO-2024-03106,2024-05-18,IT AMC,4925
GRN-03107,PO-2024-03107,2024-11-15,Refined Sugar,699
GRN-03107,PO-2024-03107,2024-11-15,Menthol Crystals,2229
GRN-03108,PO-2024-03108,2024-03-14,Mint Flavour,3794
GRN-03109,PO-2024-03109,2025-06-09,Refined Sugar,195
GRN-03109,PO-2024-03109,2025-06-09,Edible Starch,2773
GRN-03110,PO-2024-03110,2025-01-10,Citric Acid,1136
GRN-03110,PO-2024-03110,2025-01-10,Permitted Colour,4744
GRN-03110,PO-2024-03110,2025-01-10,Mint Flavour,2794
GRN-03110,PO-2024-03110,2025-01-10,Citric Acid,4083
GRN-03111,PO-2024-03111,2024-04-04,IT AMC,2172
GRN-03111,PO-2024-03111,2024-04-04,Housekeeping,4791
GRN-03112,PO-2024-03112,2024-04-26,Mint Flavour,3622
GRN-03112,PO-2024-03112,2024-04-26,Permitted Colour,1038
GRN-03112,PO-2024-03112,2024-04-26,Cocoa Mass,1305
GRN-03113,PO-2024-03113,2024-10-12,Corrugated Box,2276
GRN-03113,PO-2024-03113,2024-10-12,Wrapper Film,1394
GRN-03113,PO-2024-03113,2024-10-12,Wrapper Film,1589
GRN-03114,PO-2024-03114,2024-03-25,Refined Sugar,865
GRN-03114,PO-2024-03114,2024-03-25,Glucose Syrup,563
GRN-03114,PO-2024-03114,2024-03-25,Glucose Syrup,2276
GRN-03114,PO-2024-03114,2024-03-25,Milk Solids,1916
GRN-03115,PO-2024-03115,2024-02-13,Security Services,1652
GRN-03115,PO-2024-03115,2024-02-13,Consulting,726
GRN-03116,PO-2024-03116,2025-05-09,Milk Solids,533
GRN-03116,PO-2024-03116,2025-05-09,Glucose Syrup,4340
GRN-03116,PO-2024-03116,2025-05-09,Glucose Syrup,4668
GRN-03116,PO-2024-03116,2025-05-09,Milk Solids,1779
GRN-03117,PO-2024-03117,2024-09-29,Cocoa Mass,2137
GRN-03117,PO-2024-03117,2024-09-29,Cocoa Mass,2004
GRN-03117,PO-2024-03117,2024-09-29,Cocoa Mass,4644
GRN-03118,PO-2024-03118,2024-12-13,Permitted Colour,3086
GRN-03118,PO-2024-03118,2024-12-13,Citric Acid,1395
GRN-03119,PO-2024-03119,2024-01-11,Cardamom Oil,1057
GRN-03119,PO-2024-03119,2024-01-11,Citric Acid,1884
GRN-03119,PO-2024-03119,2024-01-11,Cardamom Oil,3421
GRN-03120,PO-2024-03120,2024-11-19,Wrapper Film,4104
GRN-03120,PO-2024-03120,2024-11-19,Mono Carton,2362
GRN-03120,PO-2024-03120,2024-11-19,Shrink Sleeve,4228
GRN-03120,PO-2024-03120,2024-11-19,PET Bottle 500ml,3655
GRN-03121,PO-2024-03121,2024-12-15,Permitted Colour,493
GRN-03121,PO-2024-03121,2024-12-15,Citric Acid,2637
GRN-03121,PO-2024-03121,2024-12-15,Cocoa Mass,2300
GRN-03121,PO-2024-03121,2024-12-15,Cardamom Oil,845
GRN-03122,PO-2024-03122,2024-10-02,Primary Freight,2253
GRN-03122,PO-2024-03122,2024-10-02,Secondary Freight,1558
GRN-03122,PO-2024-03122,2024-10-02,Warehousing,2054
GRN-03123,PO-2024-03123,2024-12-16,Mint Flavour,2000
GRN-03123,PO-2024-03123,2024-12-16,Cocoa Mass,4830
GRN-03123,PO-2024-03123,2024-12-16,Permitted Colour,159
GRN-03123,PO-2024-03123,2024-12-16,Citric Acid,1606
GRN-03124,PO-2024-03124,2024-01-21,Menthol Crystals,258
GRN-03125,PO-2024-03125,2025-07-02,Glucose Syrup,2628
GRN-03125,PO-2024-03125,2025-07-02,Glucose Syrup,3997
GRN-03126,PO-2024-03126,2025-02-04,Edible Starch,504
GRN-03126,PO-2024-03126,2025-02-04,Milk Solids,3637
GRN-03127,PO-2024-03127,2024-11-08,Glucose Syrup,3043
GRN-03127,PO-2024-03127,2024-11-08,Menthol Crystals,4037
GRN-03127,PO-2024-03127,2024-11-08,Refined Sugar,1872
GRN-03127,PO-2024-03127,2024-11-08,Edible Starch,4601
GRN-03128,PO-2024-03128,2025-02-11,Security Services,2473
GRN-03128,PO-2024-03128,2025-02-11,Consulting,3378
GRN-03128,PO-2024-03128,2025-02-11,Housekeeping,3032
GRN-03128,PO-2024-03128,2025-02-11,IT AMC,3077
GRN-03129,PO-2024-03129,2025-04-05,Consulting,3009
GRN-03129,PO-2024-03129,2025-04-05,Security Services,1498
GRN-03130,PO-2024-03130,2024-06-04,Refined Sugar,4061
GRN-03131,PO-2024-03131,2024-02-27,IT AMC,313
GRN-03131,PO-2024-03131,2024-02-27,AMC-Machinery,3208
GRN-03131,PO-2024-03131,2024-02-27,IT AMC,3481
GRN-03131,PO-2024-03131,2024-02-27,AMC-Machinery,1148
GRN-03132,PO-2024-03132,2024-04-18,Cocoa Mass,2764
GRN-03133,PO-2024-03133,2025-03-16,Edible Starch,2372
GRN-03133,PO-2024-03133,2025-03-16,Menthol Crystals,3865
GRN-03133,PO-2024-03133,2025-03-16,Glucose Syrup,1419
GRN-03133,PO-2024-03133,2025-03-16,Milk Solids,2950
GRN-03134,PO-2024-03134,2025-04-06,Mint Flavour,2930
GRN-03135,PO-2024-03135,2024-04-27,PET Bottle 500ml,2503
GRN-03136,PO-2024-03136,2024-12-25,Wrapper Film,4711
GRN-03136,PO-2024-03136,2024-12-25,Mono Carton,4243
GRN-03137,PO-2024-03137,2024-05-28,Mint Flavour,2109
GRN-03137,PO-2024-03137,2024-05-28,Mint Flavour,2501
GRN-03137,PO-2024-03137,2024-05-28,Citric Acid,2550
GRN-03137,PO-2024-03137,2024-05-28,Cocoa Mass,1891
GRN-03138,PO-2024-03138,2024-07-24,Refined Sugar,4172
GRN-03138,PO-2024-03138,2024-07-24,Refined Sugar,815
GRN-03138,PO-2024-03138,2024-07-24,Glucose Syrup,1390
