invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/003211,PO-2024-03211,GRN-03211,VEND-0030,12SYN7909B1Z7,2025-01-27,PLNT-01,10443743.73,18,1879873.87,12323617.6
INV/003212,PO-2024-03212,GRN-03212,VEND-0001,05SYN7964D1Z5,2025-05-11,PLNT-06,710090.44,18,127816.28,837906.72
INV/003213,PO-2024-03213,GRN-03213,VEND-0034,06SYN8493G1Z1,2024-06-11,PLNT-02,1838284.18,12,220594.1,2058878.28
INV/003214,PO-2024-03214,GRN-03214,VEND-0032,15SYN9081B1Z2,2024-08-22,PLNT-11,1615983.45,5,80799.17,1696782.62
INV/003215,PO-2024-03215,GRN-03215,VEND-0057,13SYN1204F1Z0,2024-11-20,PLNT-15,3223131.29,5,161156.56,3384287.85
INV/003216,PO-2024-03216,GRN-03216,VEND-0112,31SYN5139H1Z7,2025-03-27,PLNT-09,2003359.94,5,100168.0,2103527.94
INV/003217,PO-2024-03217,GRN-03217,VEND-0003,05SYN7275D1Z1,2024-12-25,PLNT-08,1337714.04,5,66885.7,1404599.74
INV/003218,PO-2024-03218,GRN-03218,VEND-0080,17SYN3777F1Z5,2024-11-28,PLNT-08,3538068.03,18,636852.25,4174920.28
INV/003219,PO-2024-03219,GRN-03219,VEND-0120,33SYN1818E1Z6,2024-10-28,PLNT-06,1003015.08,12,120361.81,1123376.89
INV/003220,PO-2024-03220,,VEND-0102,33SYN5884H1Z1,2024-11-04,PLNT-12,1673583.51,5,83679.18,1757262.69
INV/003221,PO-2024-03221,GRN-03221,VEND-0068,33SYN5455H1Z6,2024-11-06,PLNT-07,1574163.16,12,188899.58,1763062.74
INV/003222,PO-2024-03222,GRN-03222,VEND-0075,26SYN2821G1Z6,2025-06-23,PLNT-10,1614622.66,12,193754.72,1808377.38
INV/003223,PO-2024-03223,GRN-03223,VEND-0109,36SYN3071D1Z2,2024-11-24,PLNT-13,2963601.65,5,148180.08,3111781.73
INV/003224,PO-2024-03224,GRN-03224,VEND-0068,33SYN5455H1Z6,2024-05-08,PLNT-01,560680.02,12,67281.6,627961.62
INV/003225,PO-2024-03225,GRN-03225,VEND-0078,31SYN1175A1Z6,2025-04-26,PLNT-08,3486388.56,18,627549.94,4113938.5
INV/003226,PO-2024-03226,GRN-03226,VEND-0076,12SYN8277G1Z5,2024-05-16,PLNT-05,1206250.15,5,60312.51,1266562.66
INV/003227,PO-2024-03227,GRN-03227,VEND-0033,10SYN7141H1Z5,2024-06-08,PLNT-06,2872777.77,12,344733.33,3217511.1
INV/003228,PO-2024-03228,GRN-03228,VEND-0066,05SYN4082B1Z1,2024-02-27,PLNT-12,916442.67,18,164959.68,1081402.35
INV/003229,PO-2024-03229,GRN-03229,VEND-0073,04SYN1867D1Z4,2025-03-23,PLNT-04,467417.92,5,23370.9,490788.82
INV/003230,PO-2024-03230,GRN-03230,VEND-0035,30SYN1066H1Z7,2024-10-01,PLNT-11,1604834.88,12,192580.19,1797415.07
INV/003231,PO-2024-03231,GRN-03231,VEND-0092,35SYN4762F1Z4,2024-02-26,PLNT-12,3054267.6,12,366512.11,3420779.71
INV/003232,PO-2024-03232,GRN-03232,VEND-0005,27SYN7849F1Z6,2025-05-23,PLNT-13,3647754.41,5,182387.72,3830142.13
INV/003233,PO-2024-03233,GRN-03233,VEND-0042,18SYN8694E1Z5,2025-04-03,PLNT-10,3406882.2,5,170344.11,3577226.31
INV/003234,PO-2024-03234,GRN-03234,VEND-0075,26SYN2821G1Z6,2024-08-27,PLNT-06,967302.29,12,116076.27,1083378.56
INV/003235,PO-2024-03235,GRN-03235,VEND-0038,29SYN6000D1Z4,2024-11-03,PLNT-05,866977.21,18,156055.9,1023033.11
INV/003236,PO-2024-03236,GRN-03236,VEND-0048,09SYN3488B1ZX,2024-12-04,PLNT-03,2920206.9,12,350424.83,3270631.73
INV/003237,PO-2024-03237,GRN-03237,VEND-0102,33SYN5884H1Z1,2024-11-10,PLNT-12,1043570.07,5,52178.5,1095748.57
INV/003238,PO-2024-03238,GRN-03238,VEND-0047,14SYN4930C1Z8,2024-11-07,PLNT-03,1247776.33,5,62388.82,1310165.15
INV/003239,PO-2024-03239,GRN-03239,VEND-0069,18SYN3392H1Z6,2025-01-19,PLNT-02,1331133.27,5,66556.66,1397689.93
INV/003240,PO-2024-03240,GRN-03240,VEND-0027,21SYN7027E1Z8,2024-01-18,PLNT-04,229577.64,18,41323.98,270901.62
INV/003241,PO-2024-03241,GRN-03241,VEND-0071,11SYN7451D1Z7,2025-03-25,PLNT-15,2242415.0,5,112120.75,2354535.75
INV/003242,PO-2024-03242,GRN-03242,VEND-0057,13SYN1204F1Z0,2024-04-26,PLNT-06,850475.96,18,153085.67,1003561.63
INV/003243,PO-2024-03243,GRN-03243,VEND-0053,06SYN6012A1Z4,2024-02-12,PLNT-06,900919.42,12,108110.33,1009029.75
INV/003244,PO-2024-03244,GRN-03244,VEND-0027,21SYN7027E1Z8,2024-12-05,PLNT-01,5258881.88,5,262944.09,5521825.97
INV/003245,PO-2024-03245,GRN-03245,VEND-0025,18SYN2169F1Z6,2024-11-24,PLNT-05,2103946.37,12,252473.56,2356419.93
INV/003246,PO-2024-03246,GRN-03246,VEND-0018,08SYN4274A1Z4,2024-01-19,PLNT-05,3042239.16,12,365068.7,3407307.86
INV/003247,PO-2024-03247,GRN-03247,VEND-0049,36SYN8679G1Z0,2025-04-26,PLNT-13,4376395.5,5,218819.78,4595215.28
INV/003248,PO-2024-03248,GRN-03248,VEND-0009,29SYN6794F1Z3,2024-10-29,PLNT-11,956190.96,5,47809.55,1004000.51
INV/003249,PO-2024-03249,GRN-03249,VEND-0012,21SYN8990D1Z0,2025-04-27,PLNT-10,3178424.89,5,158921.24,3337346.13
INV/003250,PO-2024-03250,GRN-03250,VEND-0083,28SYN4741C1Z7,2024-09-12,PLNT-12,4601135.74,18,828204.43,5429340.17
INV/003251,PO-2024-03251,GRN-03251,VEND-0016,35SYN5010G1Z8,2025-04-03,PLNT-07,4214027.47,5,210701.37,4424728.84
INV/003252,PO-2024-03252,GRN-03252,VEND-0099,21SYN5685F1Z7,2024-12-16,PLNT-08,409816.32,12,49177.96,458994.28
INV/003253,PO-2024-03253,GRN-03253,VEND-0078,31SYN1175A1Z6,2025-03-02,PLNT-06,8302958.28,5,415147.91,8718106.19
INV/003254,PO-2024-03254,GRN-03254,VEND-0096,34SYN2449G1Z5,2025-07-04,PLNT-09,2646789.7,18,476422.15,3123211.85
INV/003255,PO-2024-03255,GRN-03255,VEND-0068,33SYN5455H1Z6,2024-09-05,PLNT-06,2053983.54,5,102699.18,2156682.72
INV/003256,PO-2024-03256,GRN-03256,VEND-0107,34SYN7917C1Z2,2025-04-11,PLNT-04,2818007.12,18,507241.28,3325248.4
INV/003257,PO-2024-03257,GRN-03257,VEND-0110,03SYN2271C1Z4,2024-01-28,PLNT-07,3379120.91,5,168956.05,3548076.96
INV/003257-D,PO-2024-03257,GRN-03257,VEND-0110,03SYN2271C1Z4,2024-01-28,PLNT-07,3379120.91,5,168956.05,3548076.96
INV/003258,PO-2024-03258,GRN-03258,VEND-0090,14SYN6511D1Z5,2025-06-20,PLNT-02,2720717.2,5,136035.86,2856753.06
INV/003259,PO-2024-03259,GRN-03259,VEND-0068,33SYN5455H1Z6,2024-07-07,PLNT-15,1833216.4,18,329978.95,2163195.35
INV/003260,PO-2024-03260,GRN-03260,VEND-0049,36SYN8679G1Z0,2024-11-28,PLNT-05,2194784.64,5,109739.23,2304523.87
INV/003261,PO-2024-03261,GRN-03261,VEND-0052,12SYN4908F1Z5,2024-12-07,PLNT-15,1486157.69,12,178338.92,1664496.61
INV/003262,PO-2024-03262,GRN-03262,VEND-0088,07SYN3699H1Z8,2024-11-10,PLNT-06,1238828.96,12,148659.48,1387488.44
INV/003263,PO-2024-03263,GRN-03263,VEND-0041,17SYN7014B1Z5,2024-08-11,PLNT-08,3289493.26,12,394739.19,3684232.45
INV/003264,PO-2024-03264,GRN-03264,VEND-0009,29SYN6794F1Z3,2024-07-22,PLNT-03,650124.03,5,32506.2,682630.23
INV/003265,PO-2024-03265,GRN-03265,VEND-0022,35SYN4697H1Z2,2025-01-21,PLNT-11,2525281.88,12,303033.83,2828315.71
INV/003266,PO-2024-03266,GRN-03266,VEND-0050,10SYN8394D1Z0,2024-12-28,PLNT-03,3079821.66,18,554367.9,3634189.56
INV/003267,PO-2024-03267,GRN-03267,VEND-0032,15SYN9081B1Z2,2024-04-16,PLNT-02,4447341.4,5,222367.07,4669708.47
INV/003268,PO-2024-03268,GRN-03268,VEND-0118,03SYN3688G1Z3,2024-04-24,PLNT-15,3613270.92,12,433592.51,4046863.43
INV/003269,PO-2024-03269,GRN-03269,VEND-0030,12SYN7909B1Z7,2024-05-23,PLNT-06,4295151.33,5,214757.57,4509908.9
INV/003270,PO-2024-03270,GRN-03270,VEND-0074,33SYN2148A1Z4,2024-12-22,PLNT-02,1760949.64,18,316970.94,2077920.58
INV/003271,PO-2024-03271,GRN-03271,VEND-0101,14SYN8435H1Z0,2024-10-11,PLNT-01,147433.74,12,17692.05,165125.79
INV/003272,PO-2024-03272,GRN-03272,VEND-0075,26SYN2821G1Z6,2024-05-22,PLNT-09,2969651.96,5,148482.6,3118134.56
INV/003273,PO-2024-03273,GRN-03273,VEND-0062,26SYN5460E1Z4,2024-11-26,PLNT-12,254550.38,5,12727.52,267277.9
INV/003274,PO-2024-03274,GRN-03274,VEND-0094,04SYN3482H1Z4,2024-08-18,PLNT-03,2874257.58,5,143712.88,3017970.46
INV/003274-D,PO-2024-03274,GRN-03274,VEND-0094,04SYN3482H1Z4,2024-08-18,PLNT-03,2874257.58,5,143712.88,3017970.46
INV/003275,PO-2024-03275,GRN-03275,VEND-0048,09SYN3488B1Z3,2024-01-29,PLNT-09,236765.25,12,28411.83,265177.08
INV/003276,PO-2024-03276,GRN-03276,VEND-0016,35SYN5010G1Z8,2025-02-04,PLNT-12,530750.97,12,63690.12,594441.09
INV/003277,PO-2024-03277,GRN-03277,VEND-0083,28SYN4741C1Z7,2025-02-19,PLNT-03,2935517.29,18,528393.11,3463910.4
INV/003278,PO-2024-03278,GRN-03278,VEND-0014,24SYN2486G1Z6,2024-05-20,PLNT-11,5972783.63,12,716734.04,6689517.67
INV/003279,PO-2024-03279,GRN-03279,VEND-0034,06SYN8493G1Z1,2024-02-13,PLNT-14,642240.0,5,32112.0,674352.0
INV/003280,PO-2024-03280,GRN-03280,VEND-0047,14SYN4930C1Z8,2025-02-24,PLNT-09,4795496.34,5,239774.82,5035271.16
INV/003281,PO-2024-03281,GRN-03281,VEND-0113,35SYN3853E1Z1,2024-10-03,PLNT-02,2521577.94,5,126078.9,2647656.84
INV/003282,PO-2024-03282,GRN-03282,VEND-0115,23SYN5634C1Z8,2024-06-01,PLNT-15,1533403.83,12,184008.46,1717412.29
INV/003282-D,PO-2024-03282,GRN-03282,VEND-0115,23SYN5634C1Z8,2024-06-01,PLNT-15,1533403.83,12,184008.46,1717412.29
INV/003283,PO-2024-03283,GRN-03283,VEND-0057,13SYN1204F1Z0,2025-04-21,PLNT-03,1648530.52,12,197823.66,1846354.18
INV/003284,PO-2024-03284,GRN-03284,VEND-0074,33SYN2148A1Z4,2024-02-02,PLNT-14,2332019.88,18,419763.58,2751783.46
INV/003285,PO-2024-03285,GRN-03285,VEND-0009,29SYN6794F1Z3,2024-02-03,PLNT-10,89515.16,5,4475.76,93990.92
INV/003286,PO-2024-03286,GRN-03286,VEND-0094,04SYN3482H1Z4,2025-05-16,PLNT-01,57985.5,18,10437.39,68422.89
INV/003287,PO-2024-03287,GRN-03287,VEND-0119,35SYN9930F1Z1,2025-04-29,PLNT-01,275802.1,12,33096.25,308898.35
INV/003288,PO-2024-03288,GRN-03288,VEND-0002,17SYN4896A1Z7,2025-07-07,PLNT-02,4576817.75,12,549218.13,5126035.88
INV/003289,PO-2024-03289,GRN-03289,VEND-0080,17SYN3777F1Z5,2025-01-03,PLNT-04,281413.75,18,50654.47,332068.22
INV/003290,PO-2024-03290,GRN-03290,VEND-0005,27SYN7849F1Z6,2024-06-25,PLNT-02,3959655.28,18,712737.95,4672393.23
INV/003291,PO-2024-03291,GRN-03291,VEND-0112,31SYN5139H1Z7,2024-03-11,PLNT-13,801117.33,5,40055.87,841173.2
INV/003292,PO-2024-03292,GRN-03292,VEND-0112,31SYN5139H1Z7,2025-05-20,PLNT-11,2042859.1,5,102142.96,2145002.06
INV/003292-D,PO-2024-03292,GRN-03292,VEND-0112,31SYN5139H1Z7,2025-05-20,PLNT-11,2042859.1,5,102142.96,2145002.06
INV/003293,PO-2024-03293,GRN-03293,VEND-0114,35SYN6712E1Z2,2024-08-14,PLNT-05,595329.12,18,107159.24,702488.36
INV/003294,PO-2024-03294,GRN-03294,VEND-0041,17SYN7014B1Z5,2025-07-06,PLNT-11,4053066.83,12,486368.02,4539434.85
INV/003295,PO-2024-03295,GRN-03295,VEND-0040,06SYN3209F1Z1,2024-07-08,PLNT-11,2104120.2,18,378741.64,2482861.84
INV/003296,PO-2024-03296,GRN-03296,VEND-0119,35SYN9930F1Z1,2025-01-07,PLNT-07,3930446.54,12,471653.58,4402100.12
INV/003297,PO-2024-03297,GRN-03297,VEND-0104,05SYN6993G1Z6,2024-01-24,PLNT-12,2842886.57,12,341146.39,3184032.96
INV/003298,PO-2024-03298,,VEND-0078,31SYN1175A1Z6,2024-06-10,PLNT-04,1833475.2,12,220017.02,2053492.22
INV/003299,PO-2024-03299,GRN-03299,VEND-0054,29SYN9963D1Z5,2025-06-20,PLNT-06,2581467.0,12,309776.04,2891243.04
INV/003300,PO-2024-03300,GRN-03300,VEND-0102,33SYN5884H1Z1,2024-07-08,PLNT-12,579147.74,5,28957.39,608105.13
INV/003301,PO-2024-03301,GRN-03301,VEND-0119,35SYN9930F1Z1,2024-11-17,PLNT-06,2587433.02,12,310491.96,2897924.98
INV/003302,PO-2024-03302,GRN-03302,VEND-0018,08SYN4274A1Z4,2024-11-22,PLNT-15,499366.6,12,59923.99,559290.59
INV/003303,PO-2024-03303,GRN-03303,VEND-0053,06SYN6012A1Z4,2024-05-12,PLNT-14,4522927.5,12,542751.3,5065678.8
INV/003304,PO-2024-03304,GRN-03304,VEND-0069,18SYN3392H1Z6,2024-09-05,PLNT-02,1125508.11,5,56275.41,1181783.52
INV/003305,PO-2024-03305,GRN-03305,VEND-0055,16SYN4657B1Z3,2025-04-12,PLNT-04,3491752.14,12,419010.26,3910762.4
INV/003306,PO-2024-03306,GRN-03306,VEND-0046,12SYN6424A1Z0,2024-10-27,PLNT-11,2999926.55,5,149996.33,3149922.88
INV/003307,PO-2024-03307,GRN-03307,VEND-0085,08SYN3968A1Z5,2025-04-13,PLNT-13,2587828.54,18,465809.14,3053637.68
INV/003308,PO-2024-03308,GRN-03308,VEND-0097,20SYN5260B1Z7,2024-03-17,PLNT-03,2483442.47,5,124172.12,2607614.59
INV/003309,PO-2024-03309,GRN-03309,VEND-0019,19SYN1394E1Z4,2024-11-01,PLNT-12,2838384.27,18,510909.17,3349293.44
INV/003310,PO-2024-03310,GRN-03310,VEND-0034,06SYN8493G1Z1,2024-09-08,PLNT-15,369023.76,12,44282.85,413306.61
INV/003311,PO-2024-03311,GRN-03311,VEND-0087,08SYN6288G1Z7,2024-07-16,PLNT-11,129525.44,5,6476.27,136001.71
INV/003312,PO-2024-03312,GRN-03312,VEND-0046,12SYN6424A1Z0,2025-05-11,PLNT-04,3696356.19,18,665344.11,4361700.3
INV/003313,PO-2024-03313,GRN-03313,VEND-0051,31SYN3532C1Z8,2025-07-06,PLNT-03,3641587.21,18,655485.7,4297072.91
INV/003314,PO-2024-03314,GRN-03314,VEND-0047,14SYN4930C1Z8,2024-04-17,PLNT-15,516062.46,18,92891.24,608953.7
INV/003315,PO-2024-03315,GRN-03315,VEND-0028,17SYN2446H1Z7,2024-09-16,PLNT-03,3262578.12,5,163128.91,3425707.03
INV/003316,PO-2024-03316,GRN-03316,VEND-0034,06SYN8493G1Z1,2024-03-23,PLNT-01,5914005.93,18,1064521.07,6978527.0
INV/003317,PO-2024-03317,GRN-03317,VEND-0033,10SYN7141H1Z5,2024-04-11,PLNT-12,3159882.14,5,157994.11,3317876.25
INV/003318,PO-2024-03318,GRN-03318,VEND-0004,05SYN5737A1Z8,2024-02-09,PLNT-10,4821008.02,18,867781.44,5688789.46
INV/003319,PO-2024-03319,GRN-03319,VEND-0087,08SYN6288G1ZX,2024-03-28,PLNT-02,2987259.2,5,149362.96,3136622.16
INV/003320,PO-2024-03320,GRN-03320,VEND-0087,08SYN6288G1Z7,2024-09-19,PLNT-03,2662144.21,12,319457.31,2981601.52
INV/003321,PO-2024-03321,GRN-03321,VEND-0085,08SYN3968A1Z5,2025-03-07,PLNT-10,2888606.48,12,346632.78,3235239.26
INV/003322,PO-2024-03322,GRN-03322,VEND-0033,10SYN7141H1Z5,2024-10-17,PLNT-03,2753358.56,12,330403.03,3083761.59
INV/003323,PO-2024-03323,GRN-03323,VEND-0098,11SYN9583H1Z2,2024-05-10,PLNT-05,756326.25,5,37816.31,794142.56
INV/003324,PO-2024-03324,GRN-03324,VEND-0036,29SYN8022A1Z5,2024-06-27,PLNT-10,2254457.22,5,112722.86,2367180.08
INV/003325,PO-2024-03325,GRN-03325,VEND-0012,21SYN8990D1Z0,2024-01-15,PLNT-14,1401278.65,5,70063.93,1471342.58
INV/003326,PO-2024-03326,GRN-03326,VEND-0017,25SYN8004B1Z6,2025-04-26,PLNT-07,1358382.08,5,67919.1,1426301.18
INV/003327,PO-2024-03327,GRN-03327,VEND-0088,07SYN3699H1Z8,2025-03-20,PLNT-12,1278341.03,18,230101.39,1508442.42
INV/003328,PO-2024-03328,GRN-03328,VEND-0068,33SYN5455H1Z6,2025-04-06,PLNT-11,4420658.19,5,221032.91,4641691.1
INV/003329,PO-2024-03329,GRN-03329,VEND-0081,06SYN6256H1Z0,2024-09-05,PLNT-07,3559420.0,5,177971.0,3737391.0
INV/003330,PO-2024-03330,GRN-03330,VEND-0107,34SYN7917C1Z2,2025-02-06,PLNT-02,2483051.07,5,124152.55,2607203.62
INV/003331,PO-2024-03331,GRN-03331,VEND-0008,14SYN2642D1Z8,2024-10-27,PLNT-09,10592284.68,18,1906611.24,12498895.92
INV/003332,PO-2024-03332,GRN-03332,VEND-0085,08SYN3968A1Z5,2025-01-12,PLNT-09,4502540.35,18,810457.26,5312997.61
INV/003333,PO-2024-03333,GRN-03333,VEND-0118,03SYN3688G1Z3,2024-04-12,PLNT-01,542135.66,18,97584.42,639720.08
INV/003334,PO-2024-03334,GRN-03334,VEND-0011,17SYN3044F1Z0,2024-02-29,PLNT-01,2643777.89,5,132188.89,2775966.78
INV/003335,PO-2024-03335,GRN-03335,VEND-0053,06SYN6012A1Z4,2024-12-16,PLNT-01,5496837.96,12,659620.56,6156458.52
INV/003336,PO-2024-03336,GRN-03336,VEND-0025,18SYN2169F1Z6,2024-03-02,PLNT-15,5505097.94,12,660611.75,6165709.69
INV/003337,PO-2024-03337,GRN-03337,VEND-0065,23SYN4255D1Z8,2024-12-10,PLNT-03,1987256.52,12,238470.78,2225727.3
INV/003338,PO-2024-03338,GRN-03338,VEND-0067,13SYN9656C1Z3,2024-04-19,PLNT-09,6604184.73,12,792502.17,7396686.9
INV/003339,PO-2024-03339,GRN-03339,VEND-0066,05SYN4082B1Z1,2025-06-01,PLNT-13,1022417.53,5,51120.88,1073538.41
INV/003340,PO-2024-03340,GRN-03340,VEND-0025,18SYN2169F1Z6,2024-10-19,PLNT-13,7966177.32,12,955941.28,8922118.6
INV/003341,PO-2024-03341,GRN-03341,VEND-0009,29SYN6794F1Z3,2024-07-10,PLNT-14,3824143.72,18,688345.87,4512489.59
INV/003342,PO-2024-03342,GRN-03342,VEND-0084,03SYN2614F1Z4,2024-01-13,PLNT-04,5554330.5,18,999779.49,6554109.99
INV/003343,PO-2024-03343,GRN-03343,VEND-0035,30SYN1066H1Z7,2024-09-14,PLNT-05,913563.14,18,164441.37,1078004.51
INV/003344,PO-2024-03344,GRN-03344,VEND-0040,06SYN3209F1Z1,2024-11-03,PLNT-04,2675081.48,12,321009.78,2996091.26
INV/003345,PO-2024-03345,GRN-03345,VEND-0056,30SYN3890E1Z1,2025-01-24,PLNT-08,5557732.81,5,277886.64,5835619.45
INV/003346,PO-2024-03346,GRN-03346,VEND-0090,14SYN6511D1Z5,2024-10-24,PLNT-07,2296834.71,18,413430.25,2710264.96
INV/003347,PO-2024-03347,GRN-03347,VEND-0078,31SYN1175A1Z6,2025-02-08,PLNT-07,1089004.8,5,54450.24,1143455.04
INV/003348,PO-2024-03348,GRN-03348,VEND-0065,23SYN4255D1Z8,2025-01-17,PLNT-05,817095.99,12,98051.52,915147.51
INV/003349,PO-2024-03349,GRN-03349,VEND-0083,28SYN4741C1Z7,2024-06-19,PLNT-11,3768798.38,18,678383.71,4447182.09
INV/003350,PO-2024-03350,GRN-03350,VEND-0100,17SYN3560A1Z0,2024-06-15,PLNT-06,1422339.42,12,170680.73,1593020.15
INV/003351,PO-2024-03351,GRN-03351,VEND-0110,03SYN2271C1Z4,2025-03-25,PLNT-05,6926314.07,18,1246736.53,8173050.6
INV/003352,PO-2024-03352,GRN-03352,VEND-0019,19SYN1394E1Z4,2025-04-27,PLNT-14,2173830.04,12,260859.6,2434689.64
INV/003353,PO-2024-03353,GRN-03353,VEND-0105,06SYN3530G1Z2,2024-04-09,PLNT-02,2211116.2,12,265333.94,2476450.14
INV/003354,PO-2024-03354,GRN-03354,VEND-0009,29SYN6794F1Z3,2025-05-18,PLNT-13,1156585.95,5,57829.3,1214415.25
INV/003355,PO-2024-03355,GRN-03355,VEND-0047,14SYN4930C1Z8,2024-02-05,PLNT-03,1268056.46,12,152166.78,1420223.24
INV/003356,PO-2024-03356,GRN-03356,VEND-0038,29SYN6000D1Z4,2025-02-10,PLNT-05,3059125.68,18,550642.62,3609768.3
INV/003357,PO-2024-03357,GRN-03357,VEND-0028,17SYN2446H1Z7,2025-04-25,PLNT-10,2960616.95,12,355274.03,3315890.98
INV/003358,PO-2024-03358,GRN-03358,VEND-0044,24SYN6087B1Z4,2024-04-30,PLNT-07,2442159.72,18,439588.75,2881748.47
INV/003359,PO-2024-03359,GRN-03359,VEND-0102,33SYN5884H1Z1,2025-03-13,PLNT-02,2961208.65,12,355345.04,3316553.69
INV/003360,PO-2024-03360,,VEND-0066,05SYN4082B1Z1,2024-07-07,PLNT-12,2849118.07,18,512841.25,3361959.32
INV/003361,PO-2024-03361,GRN-03361,VEND-0094,04SYN3482H1Z4,2024-08-19,PLNT-07,4123712.45,5,206185.62,4329898.07
INV/003362,PO-2024-03362,GRN-03362,VEND-0018,08SYN4274A1Z4,2025-02-20,PLNT-01,798707.41,18,143767.33,942474.74
INV/003363,PO-2024-03363,GRN-03363,VEND-0008,14SYN2642D1Z8,2025-05-31,PLNT-15,3475089.68,18,625516.14,4100605.82
INV/003364,PO-2024-03364,GRN-03364,VEND-0090,14SYN6511D1Z5,2024-03-13,PLNT-09,2644043.78,12,317285.25,2961329.03
INV/003365,PO-2024-03365,GRN-03365,VEND-0047,14SYN4930C1Z8,2025-05-17,PLNT-09,1320660.98,12,158479.32,1479140.3
INV/003366,PO-2024-03366,GRN-03366,VEND-0086,07SYN7098D1Z0,2025-05-13,PLNT-15,4773869.54,5,238693.48,5012563.02
INV/003367,PO-2024-03367,GRN-03367,VEND-0111,21SYN4337E1Z2,2024-02-08,PLNT-02,1937395.65,12,232487.48,2169883.13
INV/003368,PO-2024-03368,GRN-03368,VEND-0082,24SYN6658A1Z0,2024-02-06,PLNT-10,5104785.87,12,612574.3,5717360.17
INV/003369,PO-2024-03369,GRN-03369,VEND-0090,14SYN6511D1Z5,2024-04-01,PLNT-04,852872.5,12,102344.7,955217.2
INV/003370,PO-2024-03370,GRN-03370,VEND-0072,17SYN7631F1Z2,2024-05-03,PLNT-12,4392509.87,12,527101.18,4919611.05
INV/003371,PO-2024-03371,GRN-03371,VEND-0100,17SYN3560A1Z0,2024-05-07,PLNT-07,293175.39,12,35181.05,328356.44
INV/003372,PO-2024-03372,GRN-03372,VEND-0095,25SYN5415D1Z3,2024-10-27,PLNT-08,4899061.37,12,587887.36,5486948.73
INV/003373,PO-2024-03373,GRN-03373,VEND-0069,18SYN3392H1Z6,2024-05-29,PLNT-10,2342996.25,12,281159.55,2624155.8
INV/003374,PO-2024-03374,GRN-03374,VEND-0112,31SYN5139H1Z7,2024-03-17,PLNT-13,291140.28,5,14557.01,305697.29
INV/003375,PO-2024-03375,GRN-03375,VEND-0119,35SYN9930F1Z1,2024-02-28,PLNT-01,2387351.48,5,119367.57,2506719.05
INV/003376,PO-2024-03376,GRN-03376,VEND-0084,03SYN2614F1Z4,2024-03-04,PLNT-10,3300748.7,5,165037.44,3465786.14
INV/003377,PO-2024-03377,GRN-03377,VEND-0091,12SYN1205G1Z1,2024-07-18,PLNT-09,4492134.88,5,224606.74,4716741.62
INV/003378,PO-2024-03378,GRN-03378,VEND-0098,11SYN9583H1Z2,2025-02-17,PLNT-03,247893.84,18,44620.89,292514.73
INV/003379,PO-2024-03379,GRN-03379,VEND-0013,32SYN8447C1Z2,2025-03-25,PLNT-15,4137500.94,18,744750.17,4882251.11
INV/003380,PO-2024-03380,GRN-03380,VEND-0010,30SYN5908D1Z3,2024-07-09,PLNT-03,1274018.34,5,63700.92,1337719.26
INV/003381,PO-2024-03381,GRN-03381,VEND-0057,13SYN1204F1Z0,2024-08-16,PLNT-10,776360.93,12,93163.31,869524.24
INV/003382,PO-2024-03382,GRN-03382,VEND-0007,31SYN5053F1Z4,2024-05-23,PLNT-15,6364417.96,18,1145595.23,7510013.19
INV/003383,PO-2024-03383,GRN-03383,VEND-0071,11SYN7451D1Z7,2024-07-12,PLNT-11,4414120.85,5,220706.04,4634826.89
INV/003384,PO-2024-03384,GRN-03384,VEND-0101,14SYN8435H1Z0,2024-06-05,PLNT-08,1307684.16,12,156922.1,1464606.26
INV/003385,PO-2024-03385,GRN-03385,VEND-0025,18SYN2169F1Z6,2025-03-20,PLNT-06,3046667.24,12,365600.07,3412267.31
INV/003386,PO-2024-03386,GRN-03386,VEND-0015,26SYN4190A1Z0,2025-02-14,PLNT-03,2376678.31,12,285201.4,2661879.71
INV/003387,PO-2024-03387,GRN-03387,VEND-0043,04SYN7884H1Z5,2025-03-03,PLNT-15,1656846.03,18,298232.29,1955078.32
INV/003388,PO-2024-03388,GRN-03388,VEND-0120,33SYN1818E1Z6,2025-06-06,PLNT-06,1257222.5,18,226300.05,1483522.55
INV/003389,PO-2024-03389,GRN-03389,VEND-0018,08SYN4274A1Z4,2024-05-22,PLNT-11,4169556.06,18,750520.09,4920076.15
INV/003390,PO-2024-03390,,VEND-0013,32SYN8447C1Z2,2024-04-08,PLNT-03,4578123.96,18,824062.31,5402186.27
INV/003391,PO-2024-03391,GRN-03391,VEND-0106,25SYN7571D1Z6,2024-06-04,PLNT-02,8463503.12,5,423175.16,8886678.28
INV/003392,PO-2024-03392,GRN-03392,VEND-0011,17SYN3044F1Z0,2025-01-25,PLNT-05,1944508.7,18,350011.57,2294520.27
INV/003393,PO-2024-03393,GRN-03393,VEND-0040,06SYN3209F1Z1,2024-07-06,PLNT-12,2544145.28,5,127207.26,2671352.54
INV/003394,PO-2024-03394,GRN-03394,VEND-0112,31SYN5139H1Z7,2024-02-22,PLNT-02,595894.02,12,71507.28,667401.3
INV/003395,PO-2024-03395,GRN-03395,VEND-0039,19SYN6118B1Z0,2024-10-31,PLNT-03,1913038.68,5,95651.93,2008690.61
